@relation breast_cancer-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute Benign? {0,1}

@data
2.551458,2.345276,1.299516,0.135135,-1.019934,-0.97273,-0.49382,2.025039,-1.330735,-2.658963,0
0.55885,0.906713,0.562076,-0.358753,-1.390473,-1.061115,-1.185757,0.275422,-0.591194,-2.054661,1
0.875514,1.069985,0.693832,-0.464733,-1.361207,-0.894802,-0.893771,1.23119,-0.715867,-2.236086,1
3.289331,3.259027,2.061442,0.081419,-0.652384,-2.010875,-0.896206,3.199354,-1.621536,-3.956383,0
2.532416,2.738201,1.747173,-0.339908,-0.75144,-1.252901,-0.273034,2.342644,-1.074627,-2.292057,0
1.429217,1.070711,-0.346983,-0.049034,-1.520275,-0.468582,-0.308222,1.499092,-0.350851,-2.541402,1
1.821167,2.084452,0.864855,1.24686,-1.219305,-1.803804,-1.089252,2.31752,-2.104546,-3.614386,0
1.142163,1.299921,1.265455,-0.651123,-0.70345,-1.13,-1.275505,1.123559,-0.664423,-1.962595,1
0.731601,0.768627,0.95232,-0.448059,-0.607745,-0.528341,-1.117495,0.634511,-0.806322,-1.528751,1
1.034415,1.600278,0.434504,0.116092,-1.028989,-1.138583,-1.310052,2.057685,0.246899,-4.808345,1
1.551824,1.319087,0.726081,-0.414599,-0.71042,-0.824588,-1.001122,1.514843,-1.071751,-2.131801,1
2.705612,2.370053,1.474252,-0.878091,-1.306765,-1.530842,-1.303909,2.004492,-0.983225,-3.847493,0
1.3428,0.701732,0.321081,-1.483822,-2.166532,-0.821117,-1.701856,0.274101,-0.161858,-2.871967,1
1.113691,0.938772,0.608754,-0.548814,-1.146626,-0.314816,-0.758773,0.79472,-0.362194,-2.023274,1
1.182175,2.202663,1.342862,0.673489,-0.176406,-1.017048,-0.521905,2.457633,0.204297,-3.718519,1
0.381469,0.580014,0.316203,-0.348558,-1.92732,-1.235293,-1.860172,0.749152,-1.09833,-2.853961,1
0.630643,0.889382,1.016965,-0.702276,-0.91753,-1.263268,-1.633457,0.988171,-0.365038,-2.587878,1
3.611283,3.064616,1.75052,-0.275417,-0.219913,-1.865069,-1.45446,2.721386,-1.097452,-3.836671,0
0.881643,0.906325,0.75859,-0.666618,-0.906304,-1.073489,-1.534796,0.920997,-0.810104,-1.928408,1
2.378889,3.15254,2.027192,0.409947,-0.67466,-1.94633,-0.736291,3.185685,-0.441966,-4.816156,0
1.747274,1.797578,2.01125,-0.312098,-0.482863,-1.286555,-1.428188,1.665628,-0.88786,-3.289994,0
2.018425,2.38731,2.527144,-0.142641,-0.460623,-1.704125,-1.283313,2.227554,-1.234157,-3.42781,0
1.16354,1.626349,1.540812,-0.624522,-0.83459,-1.511263,-1.647412,1.936745,-0.664207,-3.245106,0
2.912036,2.847949,0.96575,0.467146,-0.888707,-1.511032,-0.772088,3.423184,-1.416409,-4.257707,0
1.975922,2.296912,1.317043,-0.377551,-0.865989,-2.375819,-2.299277,2.623608,-0.559276,-5.698023,0
2.901318,2.452217,0.150233,-0.773167,-0.973445,-2.325522,-1.983387,3.653534,-0.180968,-6.041452,0
0.932763,1.647532,0.625019,1.301212,-2.086884,-1.921771,-1.793367,2.153604,-1.363315,-4.84155,0
2.193064,2.264928,1.645102,0.117674,-1.365696,-1.435028,-1.206983,1.828264,-1.617048,-3.246982,0
1.467089,1.560136,1.177187,-0.515943,-1.248275,-1.004404,-0.842644,1.479114,-1.131145,-1.944184,0
2.574162,2.358804,1.350745,-0.678443,-0.570789,-1.400891,-1.064778,3.073694,-1.026107,-4.026377,0
1.12161,1.239863,0.954538,-0.129673,-0.888506,-0.565146,-0.829282,1.257323,-0.842939,-1.937993,0
1.322081,1.85013,2.04408,0.025276,-0.749878,-1.731057,-1.432382,1.711183,-1.181517,-3.140575,0
2.394964,2.480943,1.32023,-0.016053,-1.590253,-1.591625,-0.801697,2.440557,-1.678801,-2.955869,0
1.255771,1.138965,0.542258,-0.947513,-0.944697,-0.906878,-1.442561,1.678704,-0.574377,-2.966913,1
1.332158,0.992257,0.361644,-0.649389,-1.018174,-0.579205,-0.802998,1.489188,-0.521484,-2.423854,1
1.026367,1.08053,1.314668,-0.962984,-1.038993,-0.956068,-1.785453,1.124711,-0.743465,-2.777196,1
1.206618,1.436173,0.470366,-0.885352,-1.233227,-0.917315,-1.111928,1.800411,-0.345972,-3.327703,1
1.112084,0.986136,0.894795,-0.321701,-0.470605,-0.447775,-0.660393,0.691985,-0.889564,-1.204293,1
0.574518,0.981766,1.160038,-0.554946,-0.690676,-1.204508,-1.521768,0.905622,-0.532356,-2.347052,1
3.312298,3.212793,1.540772,-0.505847,-0.525082,-1.49079,-0.591511,3.563054,-0.900647,-3.678027,0
0.571035,0.83506,0.522934,-0.60614,-1.677524,-1.563813,-1.768069,0.246341,-0.434923,-2.694681,1
1.645874,1.630837,1.102367,-0.216059,-1.2801,-1.010158,-0.820748,1.571213,-1.115798,-2.415428,0
1.749567,0.867016,0.761268,-1.547309,-1.263715,-1.588278,-2.000896,0.925913,-0.047519,-2.654751,1
0.708126,0.726495,0.859248,-1.199805,-1.276887,-1.064759,-1.662365,0.411728,-0.494982,-1.891034,1
2.260368,2.043806,1.895731,-0.663384,-0.749302,-0.97546,-0.876956,1.389624,-1.163069,-1.919441,0
0.844203,0.856993,0.72932,-0.539861,-0.847721,-0.65205,-0.90627,0.832552,-0.599052,-1.491942,1
1.037765,1.146089,1.337498,-0.647356,-0.543772,-1.258898,-1.721361,1.38108,-0.705596,-2.751148,1
1.991204,2.494787,1.407795,0.325293,-1.546737,-2.031107,-1.345549,2.195544,-1.256698,-3.810706,0
1.398087,0.935094,0.739168,-0.880344,-0.537741,-1.034325,-1.627535,1.197885,-0.544721,-2.480702,1
2.195913,2.277397,2.327885,-0.489627,-0.581578,-1.421028,-1.497649,2.347416,-1.083192,-3.957577,0
1.779542,1.966264,1.296625,0.093444,-0.487506,-1.333364,-1.25442,2.330478,-0.519617,-4.092536,0
1.616239,1.560088,0.710889,-0.568466,-0.347067,-0.492822,-0.265773,1.685166,0.083277,-2.242382,1
1.054758,0.741281,0.533141,-0.972716,-1.106543,-0.622613,-1.182043,0.634357,-0.697189,-1.618316,1
1.241167,1.500858,0.298458,0.075434,-0.774639,-0.703166,-0.545556,1.98524,-0.451728,-3.468595,1
0.997031,1.157448,0.986292,-0.269713,-0.306641,-0.417433,-0.467463,0.822582,-0.521642,-1.256364,1
2.482684,2.225365,0.274755,-0.855683,-1.10925,-1.415881,-1.185736,2.361656,-0.453875,-4.505689,1
1.232252,0.487614,0.680855,-1.134925,-1.031438,-0.660589,-1.719946,0.833153,-0.582426,-2.870166,1
2.831988,2.658372,-0.06663,-1.148705,-0.542977,-0.685011,0.015322,3.603779,-0.354385,-5.045859,1
1.222954,1.461446,1.374519,-0.039997,-0.668721,-1.248604,-1.323223,1.827965,-0.951942,-3.255765,1
1.113523,1.412396,1.402036,-0.516721,-1.031686,-1.10483,-1.587835,1.111431,-0.796833,-3.109315,1
0.689682,0.929813,0.94302,-0.405511,-1.18795,-1.119262,-1.438988,0.897249,-0.672782,-2.622405,1
0.633508,1.08104,1.104179,-0.79126,-0.801304,-1.078955,-1.208963,1.135806,-0.569195,-1.88254,1
1.000077,1.056599,1.355931,-0.972004,-0.560674,-0.732718,-1.266224,1.088383,-0.781082,-1.822426,1
1.007472,0.537045,0.641927,-1.116357,-0.294133,-0.150733,-0.842814,0.873866,-0.218619,-1.471511,1
0.877014,0.408812,0.218415,-0.973064,-0.813795,-1.105424,-1.244307,1.259438,-0.093532,-1.995168,0
0.989055,1.239047,0.866924,0.244564,-0.515015,-0.680211,-0.698545,1.299364,-0.886206,-1.9776,1
1.315687,0.897249,0.137393,-0.925537,-1.368454,-0.740429,-1.356189,0.725631,-0.792689,-1.699592,1
2.602245,2.652939,1.691384,-0.50588,-0.629585,-1.780794,-1.320389,2.879465,-0.652684,-3.724157,0
1.524622,1.412978,0.547245,-0.474381,-0.726831,-0.797244,-1.016407,1.668656,-0.695895,-2.709201,1
3.451425,2.769156,0.908258,-0.648921,-0.75383,-1.90611,-1.667967,3.001469,-1.018266,-4.592571,0
0.512569,0.596037,0.485899,-0.874109,-1.413253,-0.904977,-1.274573,0.57166,-0.305792,-2.103991,1
0.839696,1.081763,0.443041,-0.473408,-0.900074,-0.730409,-0.694752,1.208732,-0.468118,-1.909603,1
1.316485,0.704215,0.281011,-0.575559,-1.155522,-0.519657,-1.322592,1.01295,-0.994145,-2.710973,1
0.57673,0.977803,0.935311,-0.296719,-0.829507,-0.886919,-1.14192,0.947899,-0.920859,-1.765301,1
0.758491,0.27886,-0.061072,-0.630383,-0.936998,-0.442245,-1.328836,0.108735,-0.455091,-1.96881,1
0.905256,0.922301,0.994964,-0.679329,-0.40927,-0.368511,-0.642816,0.765395,-0.582018,-0.952335,1
0.788409,0.881657,0.889022,-0.704051,-0.529559,-0.741983,-0.857251,0.853049,-0.506873,-1.122062,1
0.763885,0.631488,0.85382,-0.772043,-1.170054,-0.902362,-1.776232,0.749633,-0.890004,-2.597099,1
1.178153,1.141726,1.11468,-0.611346,-0.640876,-0.740284,-0.941461,0.913106,-0.786133,-1.460619,1
1.041924,1.467799,1.078429,-0.409441,-0.534722,-0.955087,-0.910556,1.488639,-0.461141,-2.347175,1
0.684144,0.970428,1.388078,-0.651268,-0.335543,-0.855695,-1.563831,0.928327,-0.762241,-2.164572,1
1.880389,0.53527,0.066332,-2.449956,-2.328562,-0.575947,-2.218738,-0.401552,-0.191114,-3.330247,1
0.626847,0.820287,0.703232,-0.553252,-0.8273,-0.565719,-0.619982,0.541063,-0.624145,-0.76371,1
0.89921,0.912174,0.761224,-0.665244,-0.639825,-0.716248,-1.015037,0.552353,-0.589509,-1.084946,1
1.810892,2.103967,1.947663,-0.086537,-0.551275,-1.506553,-1.176556,1.933719,-1.005601,-3.058537,0
1.695757,1.488367,-0.366815,-0.888916,-0.90517,-1.243741,-1.563382,2.296308,0.082709,-4.964962,1
1.680827,0.499794,0.331967,-1.378111,-0.689609,-0.109596,-0.660784,0.819336,-0.051766,-1.557107,1
1.119069,1.242386,0.396087,-0.80394,-1.122921,-1.055507,-1.228154,1.509042,-0.180066,-3.601694,1
2.773458,2.247935,1.983344,-0.571812,-0.217826,-1.220025,-1.143032,1.870388,-1.436769,-2.498766,0
0.501039,1.14987,1.255295,-0.764295,-0.933307,-1.153873,-1.273967,1.409488,-0.247087,-2.589638,1
3.057685,2.531044,2.700226,-0.226195,-0.54673,-1.900035,-2.858182,2.458061,-1.884703,-5.987417,0
0.559672,1.026166,0.752678,-0.287792,-0.941226,-0.995297,-1.12797,1.067977,-0.59476,-2.004918,1
0.782677,1.023337,1.110626,-0.937367,-1.154751,-1.130917,-1.508698,0.867406,-0.715429,-2.011749,1
0.956246,1.158583,1.131208,-0.847175,-0.869805,-0.803855,-0.786145,0.965766,-0.366521,-1.594426,1
0.660311,0.725487,0.320883,-0.297888,-0.82804,-0.574152,-0.695614,0.678623,-0.689592,-1.219329,1
1.591637,1.789771,1.382073,-0.480431,-1.203399,-1.606472,-1.788498,1.818222,-0.830494,-3.495869,0
2.699037,2.122349,0.974403,-1.299507,-1.323631,-1.126576,-1.475326,1.534436,-0.732219,-3.346223,0
1.569222,2.029141,1.890171,-0.01382,-0.350926,-1.314491,-1.105272,2.355333,-0.479579,-3.702447,0
1.261343,1.65641,1.263995,-0.263665,-0.76716,-1.002951,-1.441011,1.776961,-0.975607,-3.169986,1
1.281113,0.748234,0.795746,-1.826041,-1.987676,-0.82914,-2.004922,0.436908,-0.730139,-2.543601,1
0.473366,0.677227,0.533531,-0.597982,-1.113752,-0.838876,-1.358783,0.593153,-0.653809,-1.828225,1
0.80786,0.755992,0.416479,-0.643452,-1.468701,-0.582099,-1.021167,0.607771,-0.620143,-1.877165,1
2.125117,1.630154,1.037921,-0.83141,-1.010517,-1.313153,-1.426053,1.91085,-0.372616,-3.160795,0
0.993743,1.317781,0.691675,-0.417975,-0.576856,-0.895902,-1.05816,1.400633,-0.525038,-2.635979,1
2.11967,2.465845,1.942703,-0.253229,-1.055697,-1.351391,-1.172784,3.006185,-1.01626,-4.551242,0
0.485161,0.395898,0.510153,-1.067972,-1.445454,-1.068939,-1.720139,0.784517,-0.255329,-2.851144,1
3.400014,3.103431,2.129645,-0.26509,-0.80875,-1.969896,-0.967832,2.348431,-1.499237,-3.048094,0
1.266905,1.683266,1.482182,-0.33648,-0.431132,-1.265,-1.38108,2.063725,-0.59719,-3.323127,1
0.619383,1.063756,0.22737,0.185433,-0.872765,-1.170423,-1.363886,1.28634,-0.178493,-3.258802,1
0.817138,1.081882,1.088715,-0.572119,-0.86757,-1.031114,-1.700945,1.062159,-0.574494,-2.991735,1
3.265404,2.007272,1.938083,-1.088734,-0.461224,-0.736726,-1.661037,2.571385,-0.928346,-4.713951,0
0.817864,1.179835,1.121408,-0.872514,-1.131888,-1.614907,-2.018071,0.81726,-0.653723,-2.454995,1
1.571959,1.236735,0.208729,-1.726538,-1.764698,-0.630333,-0.909214,0.960497,0.2012,-3.267552,1
0.666265,0.885601,0.583836,-0.423261,-1.373366,-0.751785,-1.132671,0.826226,-0.843576,-2.142566,1
1.31352,1.598944,1.714581,-0.415699,-0.287371,-0.84278,-1.104503,1.536807,-0.895571,-2.384216,1
0.520111,1.030089,0.77289,-0.30296,-1.392524,-1.224205,-1.349429,0.501027,-0.710191,-2.222789,1
0.846309,0.985132,1.191777,-1.502608,-0.884984,-1.622433,-2.390545,1.714602,-0.740625,-3.330789,1
0.997696,0.924853,0.670505,-0.376401,-0.7144,-0.763474,-1.14037,0.635912,-0.871442,-1.593232,1
3.362603,2.65271,1.498524,-1.257396,-0.697388,-1.164046,-2.194979,2.872362,-0.604352,-5.938357,0
4.480777,3.875637,3.029511,-0.633498,-0.103371,-1.793163,-1.135792,3.571702,-1.470511,-4.79965,0
1.607338,1.856294,0.672183,-0.078452,-1.673591,-1.588815,-1.191455,1.609959,-0.735834,-3.141152,0
1.418846,1.254765,0.454755,-0.72735,-0.367191,-0.474236,-0.756516,1.405942,-0.439678,-1.944996,1
1.850949,1.637689,0.451691,-0.717608,-0.847941,-0.626898,-0.541534,1.62178,-0.231331,-2.468763,1
1.612659,1.499887,1.06804,-0.951679,-0.924396,-1.125973,-1.643094,1.962201,-0.523317,-3.880353,1
0.979412,0.908577,0.709585,-0.764983,-1.031137,-0.512645,-0.889031,0.9468,-0.526635,-1.748407,1
1.267283,0.993312,-0.068392,-0.745911,-0.868374,-0.953068,-1.209626,1.000611,-0.254816,-2.304289,1
0.387056,0.572606,-0.017341,-0.633359,-1.311706,-0.981803,-1.329205,0.68509,-0.409386,-1.744496,1
1.02937,0.817835,0.611599,-0.600817,-0.804836,-0.608047,-0.844551,0.576603,-0.741969,-0.940341,1
1.065722,0.971734,0.571159,-0.486538,-1.171684,-0.914628,-1.168973,1.170465,-0.737587,-2.318437,1
0.767285,0.923467,0.928878,-0.747853,-1.050109,-0.985617,-1.385118,1.299691,-0.669122,-2.525744,1
1.589281,1.555572,1.252042,-0.91784,-1.119752,-0.929893,-0.885605,1.486275,-0.652916,-2.166673,1
0.69669,1.158233,1.105043,-0.114525,-0.762232,-1.000801,-1.019594,1.057925,-0.840774,-2.010613,1
2.416895,2.433124,1.967036,-0.45293,-0.580346,-1.394995,-0.767167,2.282957,-1.321115,-2.664705,0
3.684936,2.675587,1.29459,-0.747494,-0.768769,-1.195248,-1.123193,3.286641,-1.287814,-4.199089,0
0.67864,1.124531,1.172481,-0.367023,-1.022632,-1.061837,-1.440072,1.077204,-0.788507,-2.358941,1
2.610871,2.663071,2.414155,-0.896298,-0.554334,-1.712144,-0.870257,2.281272,-1.134483,-2.263262,0
3.314873,2.976673,1.881537,-0.103701,0.012017,-1.79096,-1.101402,3.029934,-1.310941,-3.725193,0
2.326889,2.171962,2.057103,0.01055,-0.574897,-1.298652,-2.016287,2.456679,-1.186394,-5.051022,0
1.288428,1.545466,1.524712,-0.511312,-0.352625,-0.946713,-0.916797,1.358609,-0.72889,-1.937689,1
3.137182,2.322296,1.953422,-0.749654,0.007746,-1.150924,-1.14977,2.27257,-0.706455,-4.044832,0
2.262814,2.60921,2.388928,-0.369914,-0.495056,-1.578858,-0.745232,2.107795,-1.017493,-2.751344,0
1.053033,1.290936,1.412458,-0.265052,-0.560263,-0.932919,-1.425241,1.262083,-1.050546,-2.443004,1
1.617399,1.70118,1.642164,-0.572959,-0.347313,-1.221283,-1.609576,2.000676,-1.046839,-3.448733,1
1.749678,2.221902,-0.084758,0.374194,-0.519461,-1.373828,-0.90032,2.233292,0.056449,-4.879024,1
0.836619,0.981787,0.322132,0.285877,-1.389235,-0.666668,-0.741855,0.969638,-1.364555,-1.789004,1
0.985792,1.559961,1.556487,0.067256,-0.574738,-1.033662,-1.187281,1.593894,-0.836979,-3.203754,1
0.144843,1.535738,1.289597,0.814341,-1.47705,-2.065737,-2.279479,2.951513,-0.160788,-6.123174,0
0.68358,0.993458,1.31718,-0.886018,-0.925643,-1.432179,-2.260557,1.265324,-0.425477,-3.571206,1
0.782667,0.833461,0.756787,-0.416257,-0.654078,-0.940358,-1.495799,1.017871,-0.561443,-2.692033,1
1.500176,1.271424,0.031296,0.176446,-0.508896,0.098772,0.083809,1.974301,-0.385461,-2.979855,1
0.86393,1.58898,1.00305,-0.173475,-1.042007,-1.229496,-1.274133,1.944948,-0.478114,-3.562215,1
0.960536,1.364092,1.37684,-0.266157,-0.371234,-0.889502,-0.972115,1.480895,-0.465528,-2.222261,1
1.519417,1.320484,0.816634,-0.263672,-1.175238,-1.05189,-0.98554,1.270149,-0.634762,-2.517352,0
1.136035,1.282551,0.870461,-0.233245,-0.309588,-0.624108,-0.86863,1.486179,-0.264501,-2.604168,1
1.198248,1.250615,0.979218,-0.3322,-0.371953,-0.557765,-0.747331,1.153361,-0.793198,-1.54951,1
1.357247,2.096793,0.127169,0.03025,-0.783365,-1.152455,-0.444588,1.9949,-0.035353,-3.62738,1
3.408025,2.263991,1.331897,-1.273078,-0.941868,-1.212188,-1.1352,2.619017,-0.415618,-4.158356,0
0.39211,0.812997,1.004214,-0.720814,-0.724792,-1.124513,-1.634902,0.911743,-0.555351,-2.29296,1
0.441257,0.66014,-0.21677,-1.106687,-2.184154,-1.5832,-1.70007,0.259764,-0.126861,-2.826657,1
1.622899,2.013041,1.443491,-0.260814,-0.976163,-1.739675,-1.648038,2.16679,-0.456638,-4.217343,0
3.292085,2.901393,2.196892,0.057667,-0.4404,-1.842641,-1.716054,2.972878,-1.246857,-5.071363,0
0.853513,0.8945,0.788946,-1.030627,-1.465822,-1.242696,-1.767563,1.051926,-0.482,-2.810795,1
1.258541,0.871267,0.826483,-0.688951,-0.764655,-0.563892,-0.940469,1.060057,-0.482555,-2.231387,1
0.971346,1.157313,1.194401,-0.509504,-0.874786,-1.249351,-1.467974,1.59772,-0.37061,-3.137454,1
1.493485,1.31851,0.520644,-0.442179,-0.418315,-0.66473,-0.510044,1.622438,-0.257055,-2.244953,1
0.41815,0.867482,0.597454,0.113354,-0.670764,-0.76309,-0.878534,0.83962,-0.409166,-1.997872,1
0.600322,0.941465,0.651104,-0.379584,-1.086505,-1.16007,-1.37335,1.079776,-0.569656,-2.409712,1
2.078672,2.637536,1.500405,0.03285,-1.207497,-2.102621,-1.776727,2.477163,-0.452481,-4.997961,0
0.402016,0.914942,1.040441,-0.653394,-0.985838,-0.957957,-1.083013,0.838484,-0.1241,-1.895894,1
1.386124,1.244214,0.805844,-0.525993,-0.553704,-0.521676,-1.002942,1.754074,-0.762359,-2.883804,1
0.82155,0.896319,1.295049,-0.695936,-0.604153,-0.762442,-1.612034,1.334401,-0.778299,-2.649967,1
1.38585,1.011344,0.827558,-1.050454,-0.674973,-0.580734,-1.07816,0.798025,-0.518718,-1.317386,1
0.85348,0.869231,0.260268,-0.794575,-1.361103,-0.871502,-1.044659,0.983481,-0.196105,-2.243103,1
1.416748,1.554765,1.684125,-0.665961,-0.374568,-1.041373,-1.257507,1.487173,-0.772533,-2.346028,1
1.574613,1.319201,0.179671,-0.554045,-0.873035,-0.508312,-0.489632,1.834464,-0.466039,-2.899275,1
1.97472,2.22842,1.896431,-0.035398,-0.649152,-1.798361,-1.435125,2.293301,-1.121915,-3.823823,0
1.047588,0.829661,0.996582,-0.872709,-1.061053,-0.822066,-1.582227,1.320555,-0.628838,-3.125506,1
0.266857,0.568121,0.375301,-0.399345,-1.668516,-0.59074,-1.29512,0.778484,-0.421529,-2.42423,1
0.430792,0.53576,0.824337,-0.857391,-1.178034,-0.910142,-1.73003,0.912469,-0.534414,-2.562867,1
0.569725,0.728992,-0.316221,0.105326,-1.236601,-0.307314,-0.519374,0.803732,-0.497092,-1.919355,1
1.541672,1.440708,1.079788,0.001652,-0.701962,-0.88667,-1.271362,2.033222,-0.871828,-3.60264,1
1.779409,1.264537,0.707347,-0.49549,-1.558042,-0.902618,-1.391142,1.116272,-1.4711,-2.302057,0
0.885303,1.299854,0.795536,-0.537417,-1.508166,-1.382331,-1.589231,1.241626,-0.916454,-3.002619,1
0.836458,0.408227,-0.027862,-1.3579,-2.361281,-1.250191,-1.896698,0.400438,-0.193628,-3.216812,1
1.879173,2.347183,1.130672,-0.182726,-0.754296,-2.242677,-1.72306,3.024935,-0.732564,-4.139224,0
0.745263,1.119644,1.11371,-0.323556,-0.68574,-0.935174,-1.158049,1.018399,-0.576343,-2.39209,1
0.740228,0.516901,0.564259,-1.024158,-1.48205,-0.705745,-1.565864,0.760692,-0.787054,-2.177971,1
0.85326,1.032718,0.543912,-0.42781,-1.236184,-1.178598,-1.528589,1.048241,-0.476477,-2.867083,1
2.055664,2.111072,0.791216,-1.154996,-0.805404,-1.34113,-1.337039,2.438338,-0.171757,-4.066807,1
0.775186,1.100498,1.148973,-0.697682,-0.745464,-1.369671,-1.692297,1.425706,-0.519788,-2.784208,1
1.267399,1.412714,1.064023,0.016401,-0.416201,-0.995183,-1.16673,1.839805,-0.560505,-3.293569,1
0.967328,0.790846,0.205018,-1.212976,-1.69526,-1.927075,-2.527317,0.970466,-0.655767,-3.36197,1
0.32839,0.332846,-0.199321,-0.121032,-1.337621,-0.77295,-1.101924,0.388674,-0.673203,-1.799971,1
0.807995,1.297384,0.690922,-0.48712,-0.923228,-1.132413,-1.428192,1.61384,-0.245016,-3.341606,1
0.57528,0.782856,0.393349,-0.330413,-1.439393,-1.186706,-1.531174,1.039357,-0.606486,-2.809258,1
0.83193,0.653118,0.473333,-0.495999,-0.750667,-0.523637,-0.98218,0.472462,-0.562927,-1.530262,1
1.093835,1.079968,0.587042,-0.493972,-0.936383,-0.670075,-0.724394,0.758508,-0.685639,-1.197632,1
1.951874,2.533843,1.238122,0.839726,-0.362946,-1.567002,-1.036456,3.056157,-0.148225,-5.193456,0
1.127208,1.461257,0.634286,-0.879819,-1.396449,-1.158747,-1.308291,1.457387,-0.290025,-3.256754,1
2.96573,2.661907,2.102109,-0.700033,-0.833605,-1.445694,-1.303545,2.071093,-0.909987,-3.688941,0
2.639382,2.29751,1.36793,-0.777699,-1.006706,-1.462623,-1.24169,2.66819,-0.778061,-4.032407,0
1.157583,1.464804,1.253799,-0.502617,-0.736026,-1.026384,-0.964924,1.338498,-0.854085,-1.95613,1
0.840554,1.405665,1.281397,0.262321,-1.022433,-1.246997,-1.462391,1.543592,-0.676607,-3.633661,0
0.967137,1.137902,0.84989,-0.45549,-1.012245,-1.108076,-1.630918,1.23145,-1.186082,-2.476336,1
1.330366,1.332526,0.960356,-0.630728,-0.91927,-0.956664,-1.172056,1.051384,-0.689888,-2.139879,1
1.166846,0.87551,0.685279,-0.818978,-1.095061,-0.610441,-1.012262,1.13369,-0.662733,-2.075584,1
1.065533,1.177166,1.053598,-0.323594,-0.400093,-0.843346,-0.815335,1.135302,-0.684226,-1.672579,1
0.898037,1.539597,0.592647,0.054343,-0.940403,-0.812171,-0.617923,1.913849,0.110853,-3.330876,1
1.852631,2.173185,1.169479,0.093903,-1.252048,-1.098422,-0.322993,2.463889,-0.614882,-3.27981,0
0.950698,1.352675,0.829668,-0.564598,-0.745804,-0.887428,-0.68777,1.084977,-0.685766,-1.139,1
1.053988,0.383757,0.398361,-0.986827,-1.225448,-1.273324,-1.784553,0.433635,-0.146216,-3.02441,1
1.807156,1.977876,1.899218,-0.29337,-0.320114,-1.181848,-1.038321,1.886551,-0.794461,-2.940116,0
1.11539,1.106737,0.421134,-0.204924,-1.205691,-1.174983,-1.472141,1.322873,-0.915398,-2.968875,1
1.868872,1.999031,1.360574,0.444134,-1.016813,-1.27653,-1.146315,1.969971,-1.009585,-3.500153,0
1.235773,1.400827,1.634458,-0.696711,-0.770153,-1.016293,-1.680391,1.351512,-1.165575,-2.658774,1
1.242208,1.264278,0.892382,-0.269661,-0.75952,-0.557502,-0.699968,1.444911,-0.349443,-2.245001,1
2.702846,2.391358,1.718511,-0.244777,-0.540213,-1.207063,-0.583824,2.363304,-0.79294,-3.051273,0
1.520914,1.582864,-0.109145,0.205035,-0.795543,-0.181732,0.136451,2.089106,-0.255389,-3.306921,1
2.642711,2.452328,1.449709,-0.571417,-1.535245,-1.527118,-0.978817,1.384515,-0.975115,-2.439914,0
0.906973,0.962729,-0.038886,0.12022,-1.668862,-0.777672,-0.854182,1.079873,-0.840296,-2.607765,1
1.476301,1.39944,1.428235,-0.861687,-0.577287,-1.061964,-1.454348,1.297476,-0.645229,-2.424946,1
0.688799,0.964929,1.338501,-0.230856,-0.596472,-1.059553,-1.496182,0.95238,-0.895981,-2.38894,1
1.034566,0.735727,-0.116641,-0.054625,-1.673459,-0.636738,-0.830903,1.2277,-1.054547,-2.203423,1
1.028876,0.849664,0.060402,-0.583209,-2.10378,-1.075467,-1.358685,0.97307,-0.601631,-2.909369,1
0.730941,0.865014,0.431799,-0.163144,-1.566936,-0.987007,-1.109212,0.813989,-0.928946,-1.893182,1
0.698444,0.878231,0.445,-0.084592,-1.399083,-1.115713,-1.040046,0.883025,-1.037531,-1.781045,1
0.498607,0.357876,-0.359051,0.131295,-1.602454,-0.743427,-0.982795,0.53909,-0.842102,-2.011379,1
1.761984,2.194089,1.021739,-0.055414,-1.541525,-1.869027,-1.32793,2.107598,-1.425221,-3.194035,0
5.084224,4.417156,2.105814,-0.829048,-0.418502,-2.959148,-1.445287,4.523069,-1.762079,-3.378126,0
1.20284,1.318304,0.404661,0.292206,-1.154007,-0.956823,-0.7245,1.100006,-1.233182,-1.76947,1
0.700667,1.078941,1.007196,-0.208416,-1.075749,-0.809443,-1.163739,0.895831,-0.853596,-2.272153,1
0.761995,1.252436,0.862719,0.143424,-0.828866,-0.952858,-0.571736,1.058941,-0.632689,-1.8233,1
1.198505,2.258806,0.96726,0.884874,-0.563604,-0.944927,-0.367591,2.755383,-0.260317,-3.949975,1
1.083803,1.69127,0.872676,0.151703,-0.977389,-1.13533,-0.781281,1.685474,-0.488845,-2.620778,1
0.642697,0.759438,0.145891,-0.62,-1.75204,-0.91934,-1.356999,0.372682,-0.65276,-2.123202,1
2.612636,2.721807,0.453437,0.339137,-0.45386,-1.410151,-0.337093,3.581557,-0.526571,-4.923096,0
1.06553,1.540505,0.649252,-0.829916,-1.754959,-1.814244,-1.707237,1.50992,-0.095968,-3.876635,1
