@relation 'breast_cancer-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '-0.261mean concave points-0.258mean concavity-0.251worst concave points-0.239mean compactness-0.237worst perimeter...' numeric
@attribute '-0.367mean fractal dimension-0.28fractal dimension error-0.275worst fractal dimension+0.234mean radius-0.233compactness error...' numeric
@attribute '-0.375texture error-0.309smoothness error-0.289symmetry error+0.271worst symmetry-0.268radius error...' numeric
@attribute '-0.633worst texture-0.603mean texture-0.36texture error+0.159mean smoothness+0.108area error...' numeric
@attribute '-0.365mean smoothness+0.354concavity error-0.324worst smoothness-0.306mean symmetry+0.28 compactness error...' numeric
@attribute '0.499worst symmetry+0.49 symmetry error-0.369worst smoothness+0.356mean symmetry-0.343smoothness error...' numeric
@attribute '-0.375worst fractal dimension+0.37 concave points error-0.347area error-0.315perimeter error-0.312radius error...' numeric
@attribute '0.573smoothness error-0.475texture error-0.289mean smoothness-0.232mean symmetry+0.228worst symmetry...' numeric
@attribute '-0.358concavity error+0.304symmetry error-0.273concave points error-0.256mean symmetry-0.25radius error...' numeric
@attribute '0.572mean symmetry+0.368fractal dimension error-0.317symmetry error-0.312worst concavity-0.289texture error...' numeric
@attribute Benign? {0,1}

@data
0.966337,-0.438054,1.446422,1.988614,-0.093888,0.292756,0.112451,-0.153205,-0.018527,0.205837,1
2.973182,-1.809388,0.223239,0.391291,-1.528023,0.046759,-0.446238,-0.165788,0.149771,0.192229,1
-1.801659,-0.166314,2.626289,-0.643172,-0.521424,0.56929,-0.332046,0.314336,0.215948,-0.022921,0
2.476179,1.417331,0.316251,0.328216,0.661427,-0.446352,0.068354,0.371167,-0.293041,-0.299315,1
0.825314,1.249148,-0.267727,2.308594,-1.013921,0.900841,0.801617,0.026196,-0.868974,0.155928,1
3.891272,-0.538097,0.880782,1.037887,-0.808319,-0.690392,-0.506237,-0.515038,-0.081768,0.367647,1
0.389243,0.613883,1.351681,1.174159,1.788323,0.959424,0.040044,-0.003663,-0.119992,0.359726,1
1.456039,0.201545,1.09791,-2.004015,1.477262,-0.085303,-0.603833,0.582829,-0.337063,-0.347283,1
-2.753144,-3.46273,2.471877,-1.007393,0.155001,-0.700791,-0.270015,-0.072417,-0.495534,0.019181,0
-3.254392,0.125093,2.893551,0.748935,-0.352547,-0.804241,1.394179,-0.685228,-0.29452,0.313611,0
4.015606,1.353057,0.360156,-2.633483,0.734596,1.516946,-0.5781,0.269705,-0.82999,1.175387,1
3.673178,1.290492,-0.424235,-4.597662,-0.740259,1.038822,-0.676399,-0.147293,-0.676861,1.238251,1
-3.313407,3.935685,0.205275,-2.116361,0.96913,-0.890033,0.092608,0.237612,0.660896,0.109363,0
4.033063,-1.16152,-0.189581,0.939688,-0.565106,-0.80603,0.159199,1.607655,-0.07004,-0.204604,1
2.33218,1.347793,-0.232481,-1.211848,0.051525,-1.235635,0.174072,-0.13405,0.358512,0.293576,1
-8.396461,4.150252,-0.046929,-0.55136,-0.287828,-0.506609,-0.718481,0.698206,-0.159414,0.552046,0
-2.645241,3.947698,-1.370677,0.207637,1.403817,-0.903716,0.323484,0.997749,0.292941,0.308346,0
0.68117,1.134993,-1.232579,-3.861106,1.427095,-1.290292,-0.075271,-0.825011,0.389174,-0.55235,1
-3.34735,2.152675,1.107972,-4.345184,0.062329,-0.685112,0.216356,0.370992,-0.729968,1.446785,0
2.225763,1.213929,0.192249,1.469984,0.019702,-0.058886,0.689683,0.13527,-0.376989,-0.024582,1
4.473649,1.739599,0.887424,0.763981,0.604602,1.003687,-0.232466,-0.025847,0.089824,-0.137836,1
-1.32146,-4.785266,0.661956,-1.020296,2.148134,0.45005,-1.116433,-0.340267,-0.229724,-0.397481,1
1.848464,1.582735,-1.262806,-0.801399,0.710786,1.595212,-0.081026,0.149568,-0.443591,0.321313,1
-3.792228,1.025329,-0.897845,-0.759793,-0.757177,-0.522273,1.387276,0.09657,0.855577,0.430003,0
2.279313,-2.075856,-2.42851,-1.185016,-2.856491,-0.998149,1.088805,0.743269,0.630223,-0.925922,1
3.225935,1.17104,-0.264432,-1.002063,0.893685,0.628678,0.249749,0.329458,0.421906,-0.793278,1
-1.024995,-2.359188,1.615469,1.144957,4.14084,-0.207348,-0.735421,0.618594,-0.14253,-0.903897,1
2.580285,-0.728574,0.547659,-2.330029,-1.83365,0.140043,-0.121859,0.272621,-0.609116,0.350163,1
2.483698,-0.460192,0.598394,0.997839,-0.429943,-0.379287,0.331264,-0.477995,-0.578679,0.023205,1
-7.137561,2.073016,-1.087432,0.715701,0.819185,1.143544,0.289282,-0.019296,-1.215491,0.307677,0
3.029809,0.648902,-0.310413,0.57977,-0.732242,0.571502,0.008414,0.048843,-0.811081,0.10607,1
-7.07878,-0.527756,1.278859,0.650988,1.852193,-1.809711,-0.535003,0.952328,0.438592,-0.404126,0
-1.312942,1.773869,1.671158,0.694008,0.11271,-0.087454,1.118766,-0.345619,0.11504,0.058515,0
-3.708386,2.805014,1.754647,0.903312,-0.070923,-0.206006,0.204048,0.344469,0.098395,0.100213,0
-0.460075,-0.39382,1.003813,1.07444,-0.427159,-0.091328,0.544212,-0.052698,-0.438795,-0.276404,0
-6.387029,1.821489,-0.479427,-1.694968,0.556194,-0.106678,-1.341048,0.265824,0.490096,0.688623,0
-5.250922,-3.891104,0.833124,1.68012,-0.783642,-1.385868,0.109903,-0.949418,-0.023671,1.078035,0
-8.72618,-3.276996,-2.901149,-0.276948,-1.060911,-0.567195,-0.789482,-1.43331,-1.516258,-0.108538,0
-3.688072,-1.06471,3.5125,-4.769003,-0.80178,-1.140583,0.003964,0.075113,-0.562144,0.685807,0
-3.375278,3.368263,1.765227,-2.076132,-0.597259,-0.490348,0.824114,0.29875,0.485779,0.682819,0
0.839471,3.497008,-0.182326,-1.24148,-0.108419,-0.416637,0.249427,0.207119,0.348072,0.347383,0
-3.281485,0.989802,-2.552142,-0.122717,0.350532,1.476082,0.065109,-0.053026,-0.264118,0.755611,0
1.907089,3.119202,1.06212,-1.061134,0.956457,0.328248,-0.029925,-0.212049,0.068028,0.044052,0
-1.613364,2.472399,1.989382,-0.378757,-0.44286,-0.244152,0.666795,0.260729,-0.618201,0.325989,0
-6.613906,5.997998,-0.988505,-2.88422,-1.693896,-0.79897,-2.285655,0.444898,-0.64045,0.51784,0
1.463389,-1.68515,-1.168875,0.325374,-0.464461,1.247325,-0.115662,0.144034,-0.360658,-0.490257,1
2.010383,1.102519,-1.336848,-1.614258,0.691116,0.540715,-0.093068,-0.615958,0.211506,-0.20765,1
2.282331,-0.009488,0.450041,0.295526,-0.80316,1.777455,0.43488,0.097708,-0.149337,-0.120451,1
0.739094,-3.149748,-1.468567,-0.314619,0.946854,-0.530971,0.279528,-0.038375,-0.095346,-0.308782,1
4.502598,3.166487,0.187899,0.390817,1.383989,1.137779,-0.149274,0.141887,0.429339,0.348235,1
3.155977,-0.409943,1.107845,1.969886,-0.058536,-0.282163,0.0792,-0.044266,-0.25834,0.108987,1
-7.669403,3.072605,-1.480658,0.551914,0.885423,-0.082455,-1.650674,0.134883,0.242658,-0.648728,0
3.63594,-1.588189,-0.715652,0.669794,-1.575946,-0.744616,0.306278,0.83632,-0.368151,1.082109,1
-0.33705,3.141609,0.115623,-1.813699,0.035265,-0.71558,0.055087,0.119394,0.554514,0.271413,0
1.27546,-0.84831,-3.067368,1.165468,-2.675764,-1.359315,1.647678,-0.844244,-0.405605,-0.137895,1
4.342192,0.321697,-0.388131,1.106173,-1.502012,0.537322,0.176862,0.087475,0.110728,0.201137,1
-0.017419,3.456302,-0.306652,0.475153,0.400385,-0.156771,1.872567,0.779398,0.351926,0.159065,0
3.489352,2.631764,0.072125,-0.30771,0.524555,0.233184,-0.113474,-0.463402,-0.146971,-0.062998,1
1.864909,0.901273,0.870406,1.027907,-0.231677,0.9155,0.568289,-0.932035,-0.526727,0.73225,1
-4.955911,1.339943,1.455773,-1.46691,-0.611923,-1.084851,0.185755,0.80479,-0.27082,0.288389,0
2.468552,0.137905,-1.793308,1.546265,-0.696751,1.866933,0.254556,-0.038258,-0.973845,0.324883,1
-3.78173,1.90024,1.742707,0.39194,-0.338985,0.129571,1.276579,-0.054445,0.297081,-0.102562,0
-2.63494,-0.576649,1.992945,0.272309,1.195719,-0.487435,-0.039371,-0.946381,0.63417,-0.089177,0
1.371477,-0.0058,-1.547929,0.583927,3.002237,-0.001373,0.812431,-0.298422,-0.333754,-1.125503,1
4.135246,1.375299,-0.877276,-0.059805,-0.597068,0.831365,-0.367343,0.00449,0.577374,0.039717,1
0.686337,-1.693525,-1.025311,-0.874711,2.172765,-0.296526,-0.840356,-0.163411,0.337452,0.330894,1
4.30834,1.976745,0.251089,1.573523,1.981666,0.467793,-0.245021,0.52429,0.342792,-0.421104,1
-0.402957,-3.72016,-4.582438,0.215723,0.80709,1.824523,2.446697,0.636802,-1.026625,1.982134,1
3.000964,-0.353851,-1.232929,-0.71683,-1.311412,1.995113,0.447495,-0.43899,0.154344,-0.153546,1
-3.131251,-4.269704,-5.861124,0.596058,4.197339,0.870504,-1.428818,-0.056606,1.772332,1.674927,1
0.417473,0.807872,1.092329,-0.089651,0.256846,0.245371,0.253279,-0.131338,-0.013103,0.528591,1
1.418971,-1.392755,0.836248,1.104474,-0.364079,0.089386,0.263247,0.963861,0.475546,-0.078188,1
2.868065,0.268408,0.46857,-0.245288,-0.557428,0.414085,0.65688,0.389568,-0.447442,0.129831,1
3.362888,0.806889,0.806371,1.662228,0.050541,-0.65606,0.183168,-0.302519,0.106866,0.060446,1
3.312089,1.440909,0.583115,1.783362,-0.019256,0.629422,0.005967,-0.134319,0.521737,-0.206662,1
4.765516,0.542483,-0.893083,1.729536,1.000833,0.962925,-0.236471,-0.700922,0.667457,-0.840955,1
2.383785,0.823394,-1.98222,0.05521,-0.505286,-0.988697,-0.566989,-1.830874,-0.694022,-0.547216,0
2.784646,2.530807,0.883261,-0.259446,1.646384,0.942639,-0.751514,0.175106,0.008047,0.499828,1
3.390855,-0.753298,-1.770239,-0.276432,-1.084948,-0.028758,0.413239,0.448951,-0.065939,-0.097935,1
-6.584443,1.483556,-0.361023,1.187402,-0.120804,-0.892017,-1.170822,-0.240629,-0.401235,-0.79128,0
1.45405,-0.591424,-1.14533,0.078945,1.086781,1.057044,-0.064194,0.174584,-0.162313,0.121112,1
-7.176621,-0.055098,-2.011147,0.082701,-0.665197,0.424232,-0.80096,-0.689454,-0.179813,0.439859,0
3.575688,-0.890797,-0.26126,-0.253876,-0.599066,-1.764321,0.308941,-0.389319,0.194843,-0.473878,1
3.054344,0.179056,-0.621228,0.261166,0.89595,-0.52411,-0.708738,0.13962,0.164867,-0.500398,1
3.071733,0.305794,-1.258147,-2.206685,-0.60588,2.355996,-0.013878,0.129462,0.085067,0.210808,1
3.85015,1.523387,1.14351,0.814336,0.492616,0.287356,-1.045843,-0.048345,0.373313,0.540232,1
5.385518,-0.555766,-0.55958,0.471441,-0.399453,1.475361,-0.949665,0.136255,0.293052,-0.07293,1
4.653589,3.062691,0.075943,1.507189,1.271696,0.555204,-0.552065,-0.099325,0.477008,-0.271718,1
4.024,2.540674,-0.352906,1.513056,0.666912,-0.096173,-0.839033,-0.333066,0.012527,-0.173288,1
3.344877,0.068503,0.269954,-0.627084,-1.124699,1.348801,0.375034,-0.121352,-0.212734,0.218788,1
3.296942,3.135951,-0.148761,0.741837,0.394103,0.640709,0.171273,0.041463,-0.012849,0.232254,1
2.134526,0.00439,0.055094,1.786542,1.299298,-0.063063,-0.414407,0.299716,0.072517,-0.072453,1
4.034467,0.24049,1.326962,2.438086,0.277146,1.692164,-0.413848,0.10549,0.011203,0.092971,1
3.762102,-4.394335,-3.946736,-0.307002,-4.785446,0.965426,-0.024279,1.745055,2.616377,-0.242556,1
4.86696,2.337157,0.168146,0.694281,0.820215,-0.823767,-0.24263,0.067433,0.339173,-0.469457,1
4.743075,1.796822,-0.169573,1.55025,0.534669,0.790884,-0.058097,0.151512,-0.16558,0.073811,1
-1.893648,2.390132,1.675019,0.711402,0.383068,-0.392075,0.59819,0.092751,0.095365,0.380868,0
-1.571549,-6.503373,-2.165251,0.03005,1.052481,1.107968,-0.253539,-1.033293,-0.725211,-0.037244,1
4.023084,1.400974,-3.183699,0.01953,0.179487,0.918488,0.210811,-0.51094,1.00964,-1.043591,1
1.293728,-3.467753,-1.108556,0.766002,0.210325,-0.839723,-0.210119,0.00738,0.574251,-0.062338,1
-1.833229,4.317725,-0.316404,0.996314,0.254467,1.653348,0.758209,0.325746,0.083175,0.706024,0
1.808788,-0.395859,1.22925,1.275535,0.007068,-1.780841,0.129061,-0.72115,0.173711,-0.579928,1
-7.230123,0.035669,2.838569,0.038607,-2.452575,2.497821,0.86092,-0.089332,0.422985,0.762838,0
3.142883,0.741874,0.861591,0.754501,0.299859,-0.165392,-0.699246,0.02831,-0.080348,-0.047253,1
2.884725,0.464323,0.475325,0.761632,-0.852463,-0.306019,0.408211,0.011822,0.039312,-0.143509,1
3.146887,1.769692,0.035801,1.505913,0.352995,-1.161993,0.094031,-0.101311,0.818018,-0.449006,1
4.624313,1.834002,-0.064174,0.094109,0.799756,-0.169475,-0.878517,-0.075575,0.237927,-0.064841,1
-2.248531,0.348231,1.063818,-0.231556,-1.003619,-0.873782,0.869918,-0.601708,-0.317067,0.080201,0
-2.105947,-1.120987,-1.773595,0.262444,-0.959966,0.056802,0.850925,0.509764,1.07408,-0.365795,0
-1.784377,0.268987,1.721,1.03178,1.184071,-0.130368,0.549889,0.153974,0.069298,-0.463273,0
0.527231,-1.264757,0.919632,0.429095,0.560289,1.251068,-0.421329,0.848951,0.052244,-0.261098,1
3.210672,-1.102474,-1.610565,-0.486006,-3.456207,0.859011,0.842761,1.032723,0.896749,-0.499034,1
4.382566,0.760436,0.400243,0.586336,-0.37625,0.5353,-0.732104,-0.070592,0.001497,0.304659,1
3.806669,0.909119,-0.442779,-0.949587,-0.351325,-0.2775,0.102805,0.251536,0.417537,-0.11223,1
-3.316753,1.575666,-1.359529,-0.693532,-0.908131,-1.171188,0.336993,-1.221792,-0.626658,-0.895234,0
2.39117,-0.989162,0.756846,1.553617,1.430199,-0.342891,-1.20808,-0.475064,0.913102,0.563472,1
-4.676052,0.967742,0.291016,-1.073328,-0.132444,0.503246,-0.133081,0.831948,0.337532,0.113526,0
3.064998,-1.13484,-0.374292,-0.626303,-1.442421,-0.191666,0.169759,-0.758851,-0.241411,-0.35592,1
-7.346753,5.238016,-0.31668,0.43166,-0.705411,-1.262074,-0.169027,0.378812,0.138533,0.375796,0
-0.295054,-0.22674,1.088458,0.946592,0.728451,0.579502,-0.108321,-0.256988,-0.25581,-0.039702,1
1.937263,-2.542753,1.000542,0.025715,1.205045,0.731457,-0.815758,-0.123539,-0.811546,0.016297,1
2.075356,-1.804927,1.166057,1.141227,-0.413209,0.118136,0.099006,0.184177,-0.040445,-0.43274,1
-4.97079,1.331401,-0.87021,-1.290996,-0.961129,2.579043,1.232119,-0.712322,0.77558,-0.920627,0
2.174999,-0.958066,0.234055,1.852843,-1.480482,-0.768672,0.389396,-0.018803,-0.624355,0.654609,1
2.429417,-3.444173,-3.453905,0.493227,-1.044841,-1.007951,0.375235,0.933078,1.949208,-0.6492,1
3.365003,0.562436,0.192402,-0.569876,-0.35142,-0.04023,-0.488062,0.622765,0.303785,-0.031208,1
1.205539,1.315885,0.929919,1.703291,0.718088,0.637624,-0.171528,0.605043,0.249195,-0.407623,1
3.323153,-0.474751,0.897492,0.812775,-0.584872,-0.881614,-0.084073,0.951024,0.116235,0.114878,1
1.927101,-1.460188,0.100556,1.819161,-1.93424,1.313128,-0.120237,-1.192521,-0.239473,1.166244,1
4.038284,1.355719,-0.53787,0.833175,0.178594,0.990836,-0.564895,0.666618,-0.239246,0.349086,1
-6.176852,-5.103511,-0.520682,0.939912,-0.605989,2.459427,1.466912,0.26842,0.808544,-1.064324,0
-10.924685,3.699998,0.890911,2.341448,-0.488356,0.196261,0.109643,0.219654,1.761485,-0.461866,0
-2.116635,-0.296368,-0.866724,-1.449011,-0.539041,-1.731849,0.216795,0.86214,-0.588515,-0.27342,0
3.009548,-0.243552,-1.98199,1.678247,1.70218,1.848179,-0.497903,0.319123,-0.358582,-0.238854,1
0.981784,-0.796557,-2.367341,0.156783,1.545071,-0.2531,0.925772,0.247858,-0.071691,-0.672108,1
-0.357578,-2.125966,-0.707587,0.184582,-0.10248,0.562706,0.986508,-0.52938,-0.008706,0.145129,1
3.191112,1.847526,-0.099309,-0.022761,0.178848,-0.492383,-0.177545,-0.372821,0.643036,-0.349738,1
2.990602,-1.629959,-2.554468,1.344706,0.040707,0.616446,-0.512774,0.312524,-0.805946,0.183935,1
3.191105,-0.578831,-0.489336,0.044556,-0.722975,-1.036485,-1.289447,-0.255407,-0.745718,-0.78475,1
4.587923,2.758703,-0.979676,0.362518,0.219888,0.6899,-0.341093,0.35305,-0.065822,-0.088808,1
2.483731,1.187897,-0.348469,-1.255187,-0.129283,0.539108,0.146186,-0.383049,-0.070827,0.221951,1
2.396559,0.250525,0.326856,-0.277133,-0.354503,0.019356,0.292178,-0.461031,-0.079895,-0.022489,1
0.778932,2.122477,-0.320506,0.079181,-0.08573,-0.892345,0.88583,-0.085596,0.738285,-0.390324,1
3.137232,1.486713,1.197825,0.453049,0.840161,0.32263,-0.155562,0.293727,-0.071867,0.29516,1
-2.732607,3.941704,0.017149,0.299846,0.283019,-0.576806,0.662968,0.335491,0.455692,0.370731,0
-6.221552,1.388888,-2.731828,-1.0922,-0.582144,0.988057,0.797044,0.245889,0.272782,-0.365175,0
2.221817,0.356845,1.100713,0.186063,-0.239067,0.398141,0.064499,0.560974,-0.467681,-0.392625,1
-5.302475,6.717506,-1.484363,1.774951,-1.072612,-0.832349,-1.491983,0.496543,-0.708342,-0.016952,0
-7.241629,3.652256,0.155566,1.22575,0.297332,-0.477923,-0.844268,-0.636167,0.204859,0.162538,0
-4.203521,-1.175209,1.588623,-0.977982,-0.117477,2.667824,0.94079,0.869843,-0.423379,-0.43799,0
2.497437,2.016756,0.73063,1.983275,1.134961,0.617277,0.479306,0.22068,0.323424,0.371744,1
-3.631819,1.954719,0.828041,1.378542,0.993546,0.253628,1.178241,-1.518648,1.823634,0.533799,0
-3.516155,3.855215,1.021629,1.382924,0.320381,-1.030126,0.746717,0.695324,0.378358,-0.391808,0
2.61265,1.101505,1.239645,0.908675,0.378149,1.617444,-0.093847,0.344282,0.066636,0.521702,1
0.096022,0.129734,1.669993,1.526138,0.402714,0.77598,0.26146,-0.53696,0.783667,1.001598,1
-2.043059,-6.42117,-1.273004,-0.109641,4.598669,-0.062589,0.321717,-0.885499,-1.237509,1.285399,1
3.064052,2.180178,0.278821,-2.935972,0.472822,0.048937,-0.313953,0.55703,-0.002159,0.384766,1
1.602174,-0.292336,1.58483,0.9089,1.234784,1.034248,-0.297998,0.774882,0.414661,0.361176,1
-3.762624,-5.980035,4.876065,-1.119886,-0.563743,-0.931623,-0.555893,0.31529,-0.568237,-1.33051,0
0.924755,-2.300459,1.59471,1.674765,-1.425726,-0.41324,0.326568,-0.841549,-0.281468,-0.209296,1
3.285456,-0.201135,0.627205,0.612297,0.170616,1.51191,-0.110787,-0.294882,-0.346444,0.291314,1
1.553485,-0.978998,-1.195512,-1.773614,3.496053,0.311959,-0.641043,0.019759,1.081107,-0.609753,1
0.398431,-2.15931,0.94477,0.372154,1.011759,-0.535689,-0.823905,0.169624,0.256321,0.173513,1
2.298547,0.931259,1.128961,1.451101,1.55427,0.514201,0.14006,0.134325,-0.133554,-0.393227,1
0.542422,1.315911,-0.99488,-1.483568,0.202797,-0.634224,1.203654,0.193479,-0.611423,-0.207721,0
2.057011,-0.320152,0.122351,1.019962,2.077336,0.836903,-0.537244,-0.120917,-0.128158,-0.397613,1
3.421509,2.443366,-0.045011,0.785452,1.60177,1.269629,-0.336903,0.144012,-0.02196,0.293862,1
0.471989,-3.699577,-1.952071,0.99544,3.811043,-0.903286,-0.704865,0.198298,-0.173642,1.434871,1
-4.699365,0.195786,-3.753725,-1.003346,0.328365,-0.252363,2.592567,-0.988135,0.261478,0.141402,0
3.640177,-0.786168,1.16112,2.097034,-0.423691,0.156093,-0.324208,-0.190085,-0.24189,-0.072952,1
3.591528,-2.602799,-1.850404,0.089808,-2.440394,-1.848849,-1.547587,0.444033,0.620677,0.882603,1
-4.145449,-0.766814,0.887194,-0.008361,-0.604446,-1.016192,0.00502,-0.316579,-0.564082,-0.615648,0
-7.665397,0.85973,2.151754,0.254502,-0.236266,0.485648,0.402944,-0.372494,0.926444,0.120181,0
2.008612,-0.429307,0.103998,-0.160153,-1.508175,-0.07664,0.541144,-0.397794,-0.113077,-0.167657,1
2.918265,1.698979,-0.295468,-0.413813,0.363602,0.386466,0.642671,-0.749552,0.569956,-0.143967,1
0.500292,-0.106636,1.027843,-0.304617,0.139001,-0.74413,1.06685,-0.971929,-0.50356,-0.289034,1
1.909818,0.650819,-1.449017,0.400351,2.061183,0.2037,0.099504,-0.539132,-0.14839,-0.27838,1
3.781773,0.325858,1.05715,0.605478,1.524813,0.073039,-1.237638,0.109925,-0.120093,-0.142003,1
2.706013,0.219472,0.314232,0.055206,-0.048213,0.168953,-0.687177,-0.258403,-0.479131,0.252895,1
-6.284145,-2.034753,3.179281,0.15541,0.202312,-1.256881,0.285896,-0.21831,0.496042,-0.41661,0
3.427755,0.991743,0.731049,1.342539,0.235627,-0.691197,0.052033,-0.08571,-0.268106,-0.586563,1
1.999627,0.293069,-0.618664,-0.3522,1.163799,2.427979,-0.205604,-0.168975,0.140625,0.121066,1
2.471123,0.334754,1.48106,0.464826,0.048951,0.937089,-0.02257,-0.698183,0.069565,-0.231534,1
3.644051,1.24027,-1.385409,1.612541,-0.172841,0.596536,0.293631,0.407232,0.043371,-0.609,1
2.34412,-0.682146,-1.131738,-0.302836,-0.541201,-1.417278,-0.055395,-0.185169,0.011947,-0.914009,1
1.141991,1.960448,1.239629,1.477776,0.483757,0.304105,0.535031,-0.436701,0.283799,0.134119,1
1.349672,-0.369249,-2.484488,-1.139717,1.904188,0.930132,-0.787875,-0.029223,0.45518,0.006202,1
-2.760941,1.077682,1.178585,0.413797,-0.164465,-0.458762,0.742371,0.046639,0.192824,0.8052,0
1.967591,0.175689,-0.420363,-0.785619,-0.860493,1.585293,0.574595,-0.221364,-0.33311,-0.258488,1
2.928611,0.49442,1.016174,-1.684943,-0.56523,-0.468514,0.034189,-0.193171,-0.47618,-0.679816,1
2.923802,-0.377002,0.886017,-0.115244,-0.98481,-0.334162,0.018647,-0.896361,-0.189517,-0.399071,1
3.992675,-0.959015,-0.204222,-1.508903,1.707746,-0.285445,-1.288972,0.311532,0.208443,-0.682179,1
-0.155001,0.437621,0.461043,-1.453254,0.855089,1.241784,-0.169293,-0.30351,0.023143,0.495981,1
0.933268,2.104096,-1.431653,-2.89172,-1.274293,1.625264,0.547123,0.84933,-0.368369,0.291935,0
1.927926,-0.891683,-0.042305,-0.558394,-1.279198,0.116726,0.468009,0.667068,-0.265822,0.619134,1
2.62003,-2.499899,-2.432854,-1.876363,-3.148045,-0.782966,0.188463,0.156368,0.283821,-0.065654,1
-5.99834,0.090951,-1.7097,0.946544,-1.174004,-0.855451,-2.502398,0.056272,-1.908732,0.031292,0
2.91931,0.009205,0.900513,1.789755,0.576473,-0.239598,-0.675404,0.295097,0.499191,0.069198,1
3.339008,0.022202,-0.502857,-1.141254,-1.563388,0.167609,-0.075457,-0.12493,0.160893,-0.587789,1
2.013146,-0.777767,-0.125465,-0.659155,-0.021908,0.688715,-0.0755,-0.045205,-0.778613,0.305859,1
-1.986716,-2.314014,-1.235218,1.768221,0.14387,0.13348,-0.365113,-0.498156,0.711746,0.005226,1
1.668137,-0.861561,1.009417,1.322733,-0.281323,-0.239186,0.727434,-0.59075,-0.733212,-0.156163,1
0.37085,-0.113515,0.997488,-0.155232,1.474659,0.475543,0.088902,-0.594731,-0.241077,0.197151,1
1.847334,-2.538997,-2.003586,0.483945,-3.505561,0.534066,-0.699017,0.021397,-0.814482,1.312806,1
4.698911,0.431922,-0.005304,-1.369401,-0.085031,-0.329781,-0.993865,-0.373517,-0.178585,0.376506,1
1.28206,-2.548666,0.08379,0.770834,0.556418,0.269766,-0.510965,-0.068953,-0.529911,-0.208098,1
2.312214,-0.40168,-0.274381,-1.668996,-0.536238,0.507928,0.138774,-0.215791,-1.148411,0.333982,1
4.654992,0.781615,-0.191952,0.493247,0.535649,0.225844,-0.226253,-0.059318,0.221414,-0.134375,1
3.940011,2.028231,-0.691124,0.512951,0.339815,-0.065043,-0.05018,0.57912,0.197432,-0.20029,1
-4.945508,-3.00342,1.752528,-0.671772,2.862255,-0.306807,0.64926,-0.204739,-0.498198,-0.382225,0
0.914998,-2.476835,-0.362287,0.261739,0.138349,-0.990363,0.051164,-0.093879,0.626418,0.109469,1
-4.545113,0.815286,0.518298,0.915533,-0.071421,-0.930062,2.254468,0.466263,0.779546,-0.494484,0
-4.438439,0.991563,-1.441051,-0.574526,-0.357278,-0.029943,0.322991,-0.18413,0.211715,-0.109916,0
2.193056,1.803762,0.434728,0.953103,0.553314,-0.168466,0.235242,0.258169,0.232067,0.169299,1
-0.663856,-0.436476,2.678423,-0.728586,-0.027763,-1.081096,0.001053,-0.127508,0.00993,-0.480651,0
2.238911,0.45419,0.465116,0.188556,-0.827562,0.952479,-0.672886,0.317437,-0.138031,0.545114,1
2.123316,1.193748,-0.489939,0.854644,-0.105841,0.195175,0.003451,0.433571,0.140701,0.187479,1
2.613018,1.830448,-0.763657,-0.822445,-0.300522,0.089862,-0.146213,-0.377686,0.542496,-0.219058,1
3.208145,2.233177,0.166082,1.129067,1.259077,-0.103498,0.235163,-0.290219,-0.059239,0.505496,1
0.306481,-2.183078,-0.039253,-0.486027,2.087612,-1.103173,0.134749,0.336781,-0.55497,-1.185859,1
-2.470185,1.498506,-0.590932,-2.265356,1.404606,-0.964011,0.813581,0.909975,0.011722,-0.7359,0
3.451684,2.134581,-0.196988,1.532826,0.942047,-0.936291,-0.682665,0.219292,0.308727,0.282442,1
3.8971,-0.730132,-2.134195,-0.780483,-0.831819,0.897032,0.890294,-1.094208,-0.255564,1.538237,1
-0.980865,2.208492,1.69843,0.970118,1.182216,0.143527,0.456708,-0.067773,0.449874,0.082986,0
1.25615,-1.066751,-0.259251,-1.240658,-0.39287,-0.699153,0.497745,-0.227881,-0.450992,0.676455,1
-3.24256,1.776793,1.791577,-2.482875,0.549867,-0.598084,0.469192,0.028369,-0.235193,-0.153094,0
1.555852,1.037012,1.3001,0.621124,-0.379013,1.534348,0.290541,0.389028,0.115314,0.346345,1
1.24816,1.587442,0.326129,-0.924511,1.534,0.012055,0.101087,-0.373279,0.072018,-0.815072,1
-4.327844,4.045774,0.192341,-0.290359,0.610303,-1.422336,0.669551,-0.494476,0.504229,-0.349912,0
1.076502,-1.802037,-1.779477,-1.627524,3.738468,0.34213,-0.929147,0.519444,0.838447,-0.322331,1
-2.509544,2.526584,-0.797497,-0.822949,-0.428886,-1.829925,2.402181,0.892012,0.152067,0.075959,0
2.215143,-0.029867,-0.635901,-3.373731,0.479572,-0.484217,-0.04296,0.189467,-0.115269,0.409173,1
1.172799,0.474422,0.481145,2.142072,-0.243088,-0.482434,0.507061,-0.404778,0.553289,-0.173414,1
2.833812,1.017232,1.485323,0.456005,0.114603,0.972977,0.15033,0.049308,-0.506947,0.172076,1
1.855449,1.570014,-0.825755,-3.92679,-0.220635,-1.198786,-0.336492,-0.494755,0.147818,0.101674,1
