@relation breast_cancer-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R31_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A30-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute Source_21 numeric
@attribute Source_22 numeric
@attribute Source_23 numeric
@attribute Source_24 numeric
@attribute Source_25 numeric
@attribute Source_26 numeric
@attribute Source_27 numeric
@attribute Source_28 numeric
@attribute Source_29 numeric
@attribute Benign? {0,1}

@data
-0.062611,-0.08969,0.001542,0.054613,-0.02402,-0.007325,-0.001328,-0.049084,-0.084152,0.131298,-0.030033,-0.039432,0.001274,0.037196,0.020244,-0.008858,-0.011266,0.019646,-0.02643,-0.114781,-0.017151,0.003882,0.014855,-0.103099,0.067997,0.051195,0.021364,-0.026137,-0.109809,0.054699,1
-0.023023,-0.006384,-0.012303,-0.062871,0.022322,0.036013,-0.090807,-0.061116,-0.058184,0.002782,-0.026834,0.050408,-0.13723,-0.058515,0.044377,0.001298,0.069441,-0.04094,0.042774,0.033895,-0.011211,-0.096432,0.019366,-0.000775,0.054986,-0.011992,-0.014399,0.092479,-0.03407,-0.059856,0
0.007517,-0.058351,0.089753,-0.024919,-0.032528,-0.089164,0.139693,-0.034721,-0.111066,-0.122771,-0.030453,0.021724,0.104519,0.13366,0.171539,0.225707,-0.104557,-0.028922,0.077593,0.129842,-0.08082,-0.063873,-0.03725,0.174206,0.119635,0.059245,0.092668,-0.071905,0.024735,0.06735,0
-0.016295,-0.009866,-0.014922,0.001841,-0.041956,0.031073,-0.020409,0.006165,0.041312,-0.006398,-0.032955,0.029479,0.008005,-0.010696,0.022274,-0.000951,-0.035812,0.019165,-0.000848,0.011483,0.017572,-0.0351,-0.010483,0.028702,0.030512,0.007215,-0.011458,0.00006,-0.008536,0.024747,1
-0.038683,-0.043507,-0.003389,-0.004341,0.005348,0.006194,0.011873,0.009815,-0.012983,0.021112,-0.017883,-0.018682,0.058052,-0.000646,-0.023127,-0.033182,-0.069367,-0.031897,-0.005707,0.016506,0.007725,0.043859,-0.055543,0.056538,-0.025849,-0.006717,-0.027535,0.000946,-0.035381,-0.013823,1
0.040864,-0.045069,0.010282,-0.003445,0.033986,-0.034347,-0.011449,0.068024,-0.008436,0.051835,-0.053172,0.032,0.049522,-0.020454,-0.012355,0.007768,0.036588,-0.063746,0.013304,-0.075186,0.052882,-0.082467,0.018961,-0.015529,-0.059371,0.008579,0.048437,0.088611,0.011174,0.017804,1
-0.015021,0.047016,-0.054094,0.022654,0.035935,-0.007816,0.044701,0.046892,-0.082523,-0.103513,0.090093,0.04488,-0.100731,0.024455,0.062209,-0.046833,-0.026984,-0.098193,0.019782,-0.01449,0.094556,0.021083,-0.074672,-0.031844,-0.004785,-0.057823,0.003565,-0.058857,0.073066,0.085273,0
-0.110739,-0.060814,-0.091269,0.128938,0.093293,-0.101997,0.022788,0.123477,-0.089011,-0.049428,-0.037065,0.077389,0.015153,-0.007591,0.082009,-0.009638,0.046136,0.109038,0.096427,-0.131784,-0.164148,0.168152,-0.007701,-0.078677,0.022807,-0.022479,0.099054,-0.024839,0.001427,0.023187,0
-0.016617,-0.000832,0.019171,0.013115,0.001146,0.001216,0.01051,-0.027248,0.044437,-0.003025,-0.065556,-0.001658,0.022056,0.040147,-0.026078,-0.038879,-0.027095,-0.008552,-0.054669,0.005828,0.007309,-0.007768,0.008982,0.014506,-0.002165,0.013524,0.029819,-0.01753,-0.029904,0.013266,1
-0.018475,0.009835,-0.029015,0.001703,0.060055,-0.039662,0.035964,-0.026688,0.002515,-0.013922,0.003632,-0.060139,-0.00269,0.046169,-0.051907,-0.04334,-0.01988,-0.030063,0.004573,0.054526,-0.082634,-0.001326,0.002873,0.013799,-0.002099,-0.018796,0.005779,0.013587,-0.029975,0.025822,0
0.008459,-0.066951,-0.025839,0.021808,-0.014319,-0.028449,0.014494,-0.07931,0.064318,-0.04358,-0.023908,-0.010538,-0.023478,-0.028959,-0.035653,0.017344,-0.017048,0.009546,-0.029063,0.016092,0.016587,0.040889,0.023102,0.019368,-0.051224,-0.016217,0.035923,-0.011938,-0.018029,0.00957,0
0.064521,-0.000872,-0.023969,-0.090336,0.127181,-0.104636,-0.014785,-0.024628,0.117636,0.023189,0.02579,0.019739,0.057428,-0.148464,-0.111976,0.002009,0.007204,0.013576,-0.030709,-0.089306,-0.003284,-0.054167,0.041219,0.01448,-0.066862,-0.00567,0.010488,0.099817,0.011399,0.144249,0
-0.014345,0.028194,-0.012614,-0.014108,0.013434,0.003828,-0.048379,-0.013212,-0.00902,-0.013598,-0.026941,-0.01798,-0.003776,-0.002606,-0.013109,0.032166,-0.030422,-0.019967,-0.011584,0.016287,-0.00952,0.019764,0.024059,-0.026014,-0.020968,-0.053351,0.000035,0.000776,0.008833,-0.006963,1
-0.008702,-0.0318,-0.029517,0.023646,0.005576,-0.003874,-0.036671,-0.028012,-0.031996,0.056073,-0.018019,0.080353,-0.051457,0.019035,0.005217,-0.019992,-0.029054,0.044226,-0.00803,-0.030703,-0.042889,-0.050045,0.038014,-0.06859,0.03854,0.034488,-0.024579,-0.033681,0.007039,-0.005598,1
-0.012927,0.00665,0.052485,0.014902,0.001011,0.034391,-0.026282,-0.005143,0.015265,0.025521,0.009293,0.028233,0.005414,0.015594,0.030228,0.027121,-0.012807,0.024792,0.030112,-0.002359,-0.015619,-0.009973,-0.021553,0.027495,0.030078,-0.023652,-0.029952,0.025999,0.022086,0.022349,1
0.021325,-0.034639,0.039494,-0.044686,-0.025186,-0.000401,0.025983,0.011561,-0.066351,0.072317,0.032438,-0.031737,-0.023597,0.014412,0.003283,0.091314,0.010596,-0.02439,0.043049,-0.021224,-0.033431,0.039226,0.045759,-0.026824,0.00579,-0.015532,-0.00544,0.04748,0.083771,-0.008905,0
0.04791,0.017784,-0.02943,0.024624,-0.006183,-0.042577,-0.003855,0.021471,0.075114,0.041557,-0.019918,-0.024343,0.029791,-0.023394,-0.049075,-0.004413,0.02791,-0.050319,0.003946,0.036999,0.029131,-0.039096,-0.034943,-0.006068,0.027751,-0.040489,0.074412,-0.024681,0.049517,-0.012554,1
0.006782,-0.044024,-0.011745,0.022714,-0.028475,0.008306,0.017523,0.018876,0.063104,0.005965,-0.038444,0.031662,-0.003092,0.00093,0.02744,-0.007117,-0.007653,0.007917,-0.000882,-0.012503,0.007625,-0.012387,-0.021397,0.033784,0.009718,0.006694,-0.009552,-0.006858,-0.011824,-0.001649,1
-0.01261,-0.068633,0.024909,0.010956,-0.033251,-0.049839,0.033932,0.028064,-0.004817,0.038082,0.004472,-0.037715,-0.010876,-0.052173,0.029343,0.0305,0.046175,0.029972,0.007204,-0.001733,0.049423,-0.036228,0.022805,-0.034759,-0.040971,-0.016198,0.093394,-0.027459,0.039738,-0.01889,0
0.01945,-0.010924,0.037943,0.026907,0.049833,0.001086,-0.055557,-0.013969,0.002202,-0.020873,0.002053,-0.00627,-0.028397,0.008293,-0.037466,-0.031336,-0.024093,-0.050072,-0.010994,-0.020255,-0.009635,-0.049016,-0.009333,0.02991,-0.009123,0.039084,-0.019899,0.056245,-0.001603,0.085364,0
0.047194,0.009608,0.027628,0.024025,0.021006,0.028071,0.001765,-0.002738,0.016033,0.054982,0.03189,0.027439,0.035881,0.085457,-0.011025,-0.005294,0.003438,0.026312,0.090312,0.016977,0.016771,0.043578,0.03013,-0.025928,-0.01787,-0.033936,-0.027899,0.017025,-0.05562,-0.011096,1
-0.033507,-0.00622,-0.040199,0.013725,-0.036262,-0.013529,-0.052334,0.033921,0.007876,-0.002568,0.058296,-0.042134,0.079272,-0.007966,0.012022,-0.065572,-0.002796,0.036488,0.025333,-0.002544,-0.00629,0.039817,-0.07657,-0.010626,0.01166,0.017608,-0.009671,-0.003169,-0.01702,-0.017556,1
-0.008418,0.029514,-0.005886,-0.014381,0.031784,0.02475,0.066173,0.038691,-0.061201,0.010264,-0.026635,0.00871,0.021468,-0.00634,0.000363,0.002242,0.032889,-0.018531,-0.02208,0.037783,-0.018409,-0.001379,0.006252,-0.050307,0.009267,-0.000253,0.010653,0.064823,0.033509,-0.034015,1
-0.039128,-0.009442,-0.050379,0.034888,-0.012295,-0.006104,-0.032527,0.003092,-0.029259,0.020301,-0.029451,-0.032942,0.004364,0.013312,-0.000582,0.005613,-0.042363,-0.046057,-0.013031,0.01665,-0.008571,0.034196,0.024504,0.017159,-0.012181,-0.052085,0.042292,-0.017652,0.005916,-0.015374,0
-0.003803,-0.020638,0.034349,-0.036104,-0.006794,-0.01077,-0.01993,0.042857,0.077531,0.054358,0.001847,-0.009402,0.05603,-0.025225,-0.049072,0.021664,-0.016007,-0.008174,0.00718,-0.011471,-0.029628,-0.013668,-0.041805,0.007031,-0.01041,0.001675,0.034182,-0.053391,0.025546,0.029709,0
0.018386,0.017344,-0.002849,-0.038405,0.037542,-0.031506,0.027187,0.02824,-0.02392,-0.029419,-0.019631,0.008152,0.099791,0.048304,0.040956,-0.101092,-0.016252,0.000658,-0.023233,-0.013876,0.085239,0.033877,-0.059339,-0.034493,0.018669,0.037111,-0.067871,-0.040294,-0.024649,0.006069,1
0.003933,0.034973,0.012008,0.00546,-0.033218,0.03083,-0.033869,0.002288,0.023601,0.00927,-0.066478,-0.027249,0.017349,0.012052,-0.045696,0.005523,-0.033839,-0.0699,-0.007057,0.003952,-0.0358,0.037868,-0.002274,-0.002367,-0.010045,-0.022079,0.006226,-0.051059,0.01204,0.012182,1
-0.03759,-0.015584,-0.019006,-0.05412,0.001026,0.035706,-0.004022,0.017947,0.03598,-0.032371,-0.059757,0.002432,-0.014965,0.02304,0.030209,0.042029,-0.014243,0.008986,-0.057791,0.008833,0.078219,0.026264,0.019375,-0.065525,-0.000126,-0.023135,0.022435,-0.023273,0.012961,0.017514,1
0.003135,-0.030852,0.02503,0.004468,0.027602,0.019983,-0.011252,-0.075543,0.008014,0.011359,-0.021874,0.018722,0.036138,0.058916,0.019428,-0.003806,-0.014198,0.035445,-0.012572,0.022836,0.065364,-0.00969,-0.009403,0.001304,0.027,-0.00541,-0.032592,-0.023469,0.014693,0.027627,1
-0.07966,0.009395,-0.150361,-0.105672,-0.02395,-0.009808,-0.035256,-0.025325,0.043819,0.018991,0.083546,0.096917,0.108773,-0.018966,-0.020923,-0.041099,0.005952,0.016789,-0.035901,0.044648,-0.068723,0.005802,0.047889,-0.029731,0.001047,0.00539,0.028351,0.005636,-0.037062,0.05476,0
-0.0129,-0.005311,-0.020809,0.001491,-0.043286,0.01129,-0.019963,0.034591,0.056418,-0.004528,-0.034187,0.031689,-0.003938,0.022124,0.030345,-0.020361,-0.038534,-0.016635,-0.037741,0.030908,0.014217,0.024067,-0.008406,-0.006621,-0.064229,0.000814,0.008835,-0.020365,-0.049658,-0.018198,1
0.008468,0.020822,0.059107,0.0089,-0.042219,0.040252,0.007851,0.068901,-0.020905,0.004323,-0.071159,-0.01148,0.002468,-0.041583,-0.029792,-0.005424,-0.021488,-0.018028,0.031775,-0.027991,-0.006988,0.001174,0.015356,0.005824,-0.014094,0.014993,-0.011263,-0.019605,-0.000848,-0.014637,1
0.023454,-0.048652,0.048231,0.028551,0.049807,-0.051602,0.122318,-0.089519,-0.021012,-0.049719,0.078108,0.142228,-0.078794,0.017585,-0.031442,-0.079507,0.058856,-0.036113,-0.041001,-0.029572,-0.033478,0.043526,0.006867,-0.013427,-0.037151,0.065433,0.051437,-0.211464,-0.057177,-0.082073,0
-0.030385,0.020446,0.059319,-0.015829,0.03514,0.034275,0.093867,0.065388,-0.034392,-0.026041,-0.000393,-0.019315,0.00728,-0.028965,0.018803,0.037971,0.016837,-0.005608,-0.075566,0.032497,-0.017908,0.049476,-0.027364,-0.020977,-0.074892,0.004065,0.000225,0.062299,0.007912,-0.067306,1
0.052506,-0.003514,0.015936,-0.024289,-0.031659,-0.046318,-0.003921,0.012686,-0.026974,0.010801,0.059902,-0.011414,0.036831,0.010068,0.044327,0.007899,-0.007453,-0.009229,-0.041114,0.000122,0.006663,0.024273,-0.066763,-0.028532,0.010961,0.040767,-0.016862,0.000531,-0.011503,-0.049688,1
0.054634,-0.016871,-0.024984,-0.034797,-0.018426,-0.00177,0.006234,-0.006839,-0.054061,0.034874,0.030685,-0.007935,-0.039045,0.006393,-0.042161,0.024642,0.00342,-0.011808,0.081189,-0.039002,0.002026,0.071964,-0.027859,-0.021095,-0.058681,-0.029806,0.022034,0.040195,-0.009248,-0.043039,1
-0.019181,0.079198,-0.034126,0.024807,-0.110078,-0.053472,0.017533,-0.026394,-0.041488,-0.082546,0.005632,0.09239,0.050101,-0.103651,-0.085099,0.134723,0.083739,0.01712,0.044765,0.034134,0.042929,-0.004935,-0.068212,0.085337,0.006629,-0.010288,0.054961,-0.081808,0.003958,0.082329,1
-0.001761,-0.042708,0.036573,-0.025474,-0.02509,-0.029107,-0.024318,-0.010006,-0.063966,0.049559,0.031095,-0.002368,0.03707,0.003205,-0.023874,-0.044959,-0.021891,0.047427,0.088747,0.005306,0.079437,0.039536,-0.034325,0.03986,-0.002901,-0.014191,-0.038457,0.018737,-0.006391,-0.01118,1
-0.022601,0.044776,0.027982,-0.041585,-0.01873,-0.037049,0.031797,0.073245,-0.052063,0.019763,0.026243,0.009665,0.026621,0.022527,0.047889,-0.072132,-0.009608,0.069936,-0.013606,0.044184,0.021173,0.052552,0.043133,-0.040241,-0.041969,0.037158,-0.069264,-0.028821,0.029325,-0.087293,1
-0.050659,0.00159,0.01792,0.018482,0.015036,0.028977,0.006004,-0.015307,0.011935,0.024306,-0.000334,0.025042,-0.018593,0.003342,0.068028,-0.013779,0.042134,0.057447,-0.047858,-0.004524,0.018319,-0.000382,-0.03335,-0.014792,-0.027389,-0.012498,-0.010165,0.011708,0.025903,-0.025878,1
0.109217,0.004389,-0.090572,-0.115957,-0.083454,-0.022551,0.02103,-0.032094,-0.060918,0.043471,0.025054,0.053768,-0.068811,-0.020946,-0.011927,-0.011791,-0.070108,0.057223,0.005703,-0.037858,0.04049,0.038895,-0.159781,0.009911,0.023619,0.128448,0.079885,-0.033398,0.130263,-0.044992,1
-0.024899,-0.000499,-0.035079,-0.020131,-0.001517,0.001037,0.043617,-0.018444,-0.001752,-0.000808,-0.02943,0.019236,-0.012027,0.017543,0.046091,0.006271,0.051191,-0.071435,-0.056856,0.02474,-0.012055,-0.03135,-0.002363,-0.010914,-0.038168,-0.069029,0.022692,-0.033075,-0.042937,-0.008407,0
-0.076421,-0.010703,0.019551,-0.010488,0.042695,0.033814,0.028964,-0.00124,-0.055667,0.055389,0.047508,0.008183,0.089753,-0.005561,0.01856,0.014944,0.017399,0.041103,-0.056894,0.067706,-0.041924,0.00859,0.008439,0.01695,-0.071226,0.025157,0.119511,0.034636,0.004002,0.041672,0
0.109689,-0.001332,0.02042,-0.021382,0.037635,-0.052251,-0.026739,-0.015855,0.057005,-0.087183,-0.065306,-0.000571,-0.019551,-0.040959,-0.026154,0.07338,-0.023486,-0.044265,-0.037037,-0.045318,-0.130189,-0.040141,0.059818,-0.00393,0.00712,0.062053,-0.093519,0.078179,-0.063932,0.095116,0
-0.036331,0.014304,-0.020393,0.011599,0.0013,0.024062,0.073551,0.033449,-0.016876,-0.019477,-0.05486,-0.009787,-0.015422,0.028032,0.03233,-0.038065,0.050126,0.012206,-0.046988,0.024826,0.003396,-0.019836,0.018384,-0.035509,0.007376,0.015973,0.034799,0.038555,0.019168,-0.053399,1
0.018384,0.015257,-0.040677,0.049394,0.031323,-0.012701,0.023694,-0.030172,-0.00901,0.030761,0.008853,-0.008295,-0.021367,-0.020413,0.009672,0.001857,0.031398,-0.057181,-0.016365,0.014701,-0.040651,0.053961,0.023289,0.001111,-0.059409,-0.007411,-0.008336,0.017376,-0.094023,0.00905,0
-0.247255,-0.217572,0.03282,0.025065,-0.088671,-0.141494,-0.045437,-0.218889,-0.128182,-0.011531,0.042238,0.038422,-0.082053,-0.100898,-0.004501,-0.09241,0.0046,-0.187072,-0.0548,-0.010605,-0.001698,0.077853,-0.027774,0.017983,0.125601,0.118957,-0.052352,-0.019711,0.064262,0.007951,0
0.002727,-0.004565,-0.033238,0.003685,-0.03649,0.004538,0.030009,0.019131,-0.001804,0.024147,-0.015489,0.050782,0.020593,0.00101,-0.037021,-0.0102,-0.030465,-0.025326,0.023782,0.029896,-0.014207,-0.006771,0.057766,-0.013671,0.038525,-0.000215,-0.0266,0.012509,-0.049084,0.020588,1
0.01142,0.017696,-0.000719,0.059052,-0.03692,0.031905,-0.001274,0.023221,-0.027364,0.020156,-0.015935,-0.00444,0.005455,-0.028954,-0.043182,0.034971,0.045733,-0.032955,-0.02177,-0.026824,0.033128,0.016077,0.007302,0.009454,0.004561,0.017589,0.065434,0.007551,0.034426,-0.014881,1
0.007768,0.034789,-0.003112,0.029457,0.001399,0.014702,0.038345,-0.031392,0.016333,0.046088,0.006568,0.014707,0.018008,-0.002379,-0.008492,-0.012783,-0.019329,-0.017473,-0.010013,-0.020828,0.013723,-0.000518,-0.02662,0.049233,0.021116,-0.027692,-0.032868,-0.009811,-0.007506,-0.005878,1
-0.028534,-0.019874,0.091426,-0.003686,0.061648,-0.051344,0.068289,0.083089,0.037962,0.034428,-0.015728,-0.064041,0.042462,-0.004362,-0.049279,0.002067,-0.024014,0.006065,-0.006119,-0.045814,0.010245,-0.011552,0.01363,0.043014,-0.047696,-0.038914,-0.015988,-0.031263,0.004649,-0.045935,0
0.027169,0.003858,-0.016425,0.086102,0.075824,0.000766,0.005997,-0.023798,0.040635,0.006996,0.00443,-0.018996,-0.02945,0.031295,-0.035936,-0.004739,-0.06136,0.000716,-0.034854,-0.011155,0.019553,-0.028675,0.014957,0.006257,0.006009,0.043579,0.015442,-0.01512,-0.004989,0.037492,0
0.018633,-0.055192,-0.007918,-0.072907,-0.005209,-0.002655,-0.007719,-0.014039,0.026067,0.02025,-0.037551,0.113446,-0.086146,-0.01161,-0.002304,0.035113,0.000163,-0.018461,0.060472,-0.020956,0.050296,-0.003807,0.005362,-0.034909,0.03766,-0.069489,0.01961,0.09988,-0.030472,0.027194,1
0.022394,0.006914,0.075751,-0.008997,-0.037021,0.059847,0.010845,-0.083124,-0.013347,-0.008589,0.042933,0.062438,-0.023232,-0.023253,-0.066481,-0.031152,0.07555,-0.086232,0.008435,-0.094526,-0.018301,0.04272,0.012982,-0.00539,-0.06952,-0.001543,-0.024112,-0.046148,-0.031816,0.099823,0
-0.022993,0.013073,-0.061314,0.00093,-0.010683,-0.019824,0.013067,-0.029231,-0.007138,-0.03574,-0.020986,0.009028,-0.022815,0.039153,0.058172,-0.045036,-0.000843,0.044855,-0.009218,-0.029168,-0.038273,-0.021167,0.017332,0.005345,0.057102,0.002715,-0.03101,0.00259,-0.031726,-0.048881,1
-0.036451,-0.038128,-0.03321,-0.039842,0.005849,0.011523,0.047156,-0.02169,0.069054,0.02756,-0.008772,0.030171,0.021261,-0.00662,0.008998,0.019605,0.042224,0.015227,-0.039522,0.015252,-0.02365,-0.025246,-0.015137,-0.032143,0.00848,-0.017647,0.062507,-0.022266,0.011609,0.07611,0
-0.023986,-0.028077,0.049506,0.016021,-0.00977,0.012952,0.022114,-0.027793,0.031863,-0.002691,-0.046267,-0.010472,-0.019901,0.006878,-0.012851,-0.023854,-0.025235,-0.017772,-0.001706,-0.000391,0.022259,-0.046946,-0.026523,0.055562,-0.01019,-0.039257,-0.006937,-0.043999,-0.034283,0.038358,0
0.003908,0.006223,-0.01466,0.021951,-0.03236,-0.030783,0.006906,-0.00521,0.010414,0.036689,-0.021273,-0.005141,-0.017873,0.022339,-0.004213,-0.010313,0.004273,-0.042622,0.015932,0.010077,0.007469,-0.025553,0.031804,-0.011461,0.035643,-0.04467,0.006248,0.012616,0.014732,0.017422,1
-0.009378,-0.014158,0.042459,0.016841,0.034051,0.036437,0.050827,0.065446,-0.005669,-0.008485,0.004682,-0.021066,-0.011882,-0.030368,-0.031259,-0.010674,-0.035201,-0.008818,-0.03583,0.030887,-0.04025,0.007193,-0.025064,0.019429,-0.033268,0.038027,0.00022,0.038268,-0.029766,0.044106,0
-0.024838,0.018453,0.014529,-0.014783,-0.018517,0.018658,0.006528,0.034656,0.011832,0.013838,-0.023052,-0.028851,0.017519,0.011764,-0.010655,0.015629,-0.019457,-0.025566,-0.019233,0.014862,-0.062611,0.043422,-0.01758,0.022301,-0.03441,-0.000583,0.002026,0.007138,0.012505,-0.014755,0
-0.002632,-0.065084,-0.118654,0.059617,-0.023947,0.004423,-0.036758,0.049625,0.096194,-0.017097,0.002459,0.030036,0.035701,-0.001013,-0.012175,-0.050641,-0.005316,0.005987,0.025011,0.046649,0.018544,0.01308,-0.03444,-0.009349,-0.002678,-0.000246,0.002479,-0.017885,-0.015875,-0.027874,1
0.008001,-0.017231,0.007917,-0.010752,-0.048328,0.009319,-0.017763,0.021333,0.031207,0.019769,-0.050629,0.012359,-0.003514,0.010469,-0.024701,-0.037206,0.003051,-0.009523,0.016857,-0.026837,0.019718,-0.00398,0.02686,-0.036984,0.030997,0.00668,0.006183,-0.042914,0.019678,-0.007492,1
0.158341,-0.045538,0.014773,-0.02715,-0.009343,-0.033871,-0.04458,-0.020748,0.057241,0.012189,0.113975,0.102547,-0.039496,0.021551,0.004188,0.095171,-0.049623,-0.068007,-0.031464,0.131048,-0.123594,-0.103409,-0.037551,-0.139468,-0.041643,0.073456,-0.096391,0.007091,-0.042197,-0.058719,0
0.008677,-0.090388,-0.012711,-0.076388,-0.049253,0.004208,-0.038507,0.005115,0.074016,0.028956,-0.021073,0.062578,-0.074245,0.037961,-0.035474,-0.078491,-0.006736,0.020145,0.049032,-0.002326,0.081867,0.008273,-0.007339,-0.056453,0.047069,-0.009497,0.057759,0.064275,-0.000721,-0.015798,1
-0.010125,0.054291,-0.006363,-0.014061,0.009579,0.022404,0.041939,-0.05368,-0.004436,-0.027125,-0.025694,-0.002797,0.039819,0.021829,0.010918,-0.050655,0.045978,0.04614,-0.024277,-0.010354,-0.009963,-0.014208,-0.015242,-0.042236,0.042234,0.038349,-0.026297,0.000872,-0.023537,0.017968,1
-0.00093,-0.021713,0.000163,0.016849,0.040074,0.010909,0.01031,-0.001129,-0.014161,0.050654,0.007084,-0.012638,0.02684,-0.026605,-0.033539,0.011297,-0.032017,-0.035724,0.002126,0.055672,-0.013032,-0.039759,-0.033561,0.017445,0.012561,-0.001742,0.008427,0.023347,-0.022482,0.012744,0
0.0077,-0.022365,-0.01901,0.006123,-0.018739,-0.006535,-0.018901,0.041462,0.05289,-0.011399,-0.032456,0.047552,0.036124,0.032453,0.029348,-0.025628,-0.028846,-0.022536,0.014048,0.025278,0.025019,0.017034,-0.034786,0.048441,0.02896,-0.024191,-0.022606,0.000177,-0.040973,-0.018415,1
0.002635,0.011274,0.024273,-0.012251,-0.019988,-0.002927,0.046949,0.009619,-0.030035,-0.050125,-0.039829,-0.028023,-0.015327,-0.033134,-0.005297,-0.011952,-0.002446,-0.002198,0.017234,0.013428,-0.00952,-0.034282,0.01391,0.014228,0.01259,-0.014291,-0.014191,0.026954,0.004666,-0.041516,1
0.015816,-0.005327,-0.030666,-0.001917,-0.024445,0.014786,0.007923,0.007395,0.034126,-0.047546,-0.021558,0.006558,-0.00111,-0.035599,-0.036627,-0.021026,0.025761,-0.009671,-0.021939,-0.000888,0.024731,-0.013589,-0.044138,-0.025788,0.049422,0.014328,0.016996,-0.005747,0.033552,-0.025897,1
-0.038346,0.056252,0.027124,0.035248,0.034896,-0.053728,-0.004528,0.008687,-0.092483,0.099243,0.014078,0.033486,0.040949,0.070847,0.065559,0.01686,-0.03706,0.068618,-0.021769,-0.032017,-0.022675,-0.00594,-0.059185,-0.000076,0.065066,0.022915,-0.005328,-0.00157,-0.065736,-0.001195,1
0.090496,0.027827,0.076694,-0.095934,-0.062878,-0.104037,-0.044652,-0.031657,0.006446,-0.101581,-0.090221,0.005129,0.059586,0.077752,-0.008881,0.011787,0.011975,-0.045,0.061076,0.040964,-0.090957,-0.033991,0.083412,0.039807,0.003764,0.014964,0.021477,-0.027267,-0.037841,0.018559,0
-0.00727,0.050372,-0.015607,0.069647,0.015018,-0.044674,-0.046163,-0.002195,0.008122,-0.054169,-0.018077,0.039097,0.015661,0.000936,-0.025892,0.058273,0.005774,0.010292,-0.004872,0.002076,-0.031883,0.018167,-0.025002,0.061972,0.041025,-0.011244,0.025016,0.039328,-0.070505,0.020695,1
0.003348,-0.007723,-0.010367,0.020318,-0.04399,-0.037146,0.017578,0.02567,-0.004438,0.037747,0.010156,-0.013103,-0.026997,-0.011797,-0.006255,0.00126,-0.011769,0.00286,0.014657,-0.017822,0.022557,0.000352,0.075681,-0.026296,0.00665,-0.026377,-0.006483,-0.031898,-0.000634,-0.045078,1
0.01352,0.026316,0.01912,0.039921,-0.028192,0.024405,-0.005687,-0.004968,0.03293,0.023595,0.00271,0.025076,0.027389,-0.024681,-0.00939,-0.012926,0.013577,0.02496,0.011844,-0.007963,0.015941,-0.0358,-0.013913,0.034968,0.031096,0.013076,0.0134,-0.00124,0.034538,0.013496,1
0.011202,-0.048343,0.049321,0.03174,0.029073,0.023051,0.009381,-0.110095,0.021394,0.081143,-0.01922,0.000091,0.028218,0.091824,0.053195,0.015141,-0.043461,0.064861,0.006944,0.002139,0.016724,0.002909,0.053741,0.004585,-0.013529,0.007834,-0.044647,-0.03891,-0.028422,0.039715,1
-0.063439,0.087983,-0.057745,-0.047615,0.059541,0.033217,-0.074468,-0.053987,-0.059302,-0.093182,-0.007726,-0.005101,0.068671,0.013077,-0.029304,-0.000356,0.022572,-0.003477,-0.104895,0.002702,0.070268,0.066827,-0.007458,-0.007985,-0.081303,0.021158,0.024849,0.048719,-0.038896,0.041256,1
-0.14731,-0.038492,-0.247273,0.107915,-0.094451,-0.064522,-0.023481,0.031923,-0.084704,0.026023,-0.123601,-0.094188,-0.069134,0.205431,-0.182954,0.223707,0.355463,0.03111,0.06026,0.165969,0.147498,-0.152697,-0.058769,0.15009,-0.191363,0.112733,-0.387772,-0.07189,-0.021301,0.100577,1
0.022375,-0.001658,0.016055,-0.011922,-0.03495,-0.00182,0.043477,-0.022946,-0.003816,0.023185,-0.016746,-0.031312,0.008769,0.032888,0.022286,-0.012349,0.015744,0.011763,-0.010869,0.008883,0.000035,0.010703,0.013936,-0.02637,0.01849,0.028188,0.003996,0.01232,-0.006936,-0.017532,1
-0.009435,0.025974,0.023358,-0.029881,-0.052511,-0.025749,0.067377,-0.035666,0.013931,-0.076725,0.004458,-0.029136,-0.014554,-0.016203,-0.012864,-0.01917,0.033135,0.018387,-0.029958,0.019929,-0.065234,-0.001278,0.002851,0.016937,-0.020478,0.030711,0.005357,0.047884,-0.049298,-0.031952,1
0.005377,0.036144,0.024012,0.0029,0.009297,0.023071,0.003148,-0.026747,-0.024853,0.027345,-0.045706,-0.017255,0.021913,0.009327,-0.025701,-0.002376,-0.017651,-0.009587,-0.008809,-0.00108,-0.017934,0.010484,0.02448,-0.006507,-0.016824,0.001757,0.010333,-0.00736,0.009153,0.004893,1
