@relation 'digits-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.286X3-0.28X59-0.246X10+0.239X34+0.235X35... numeric
@attribute '0.274X6+0.267X15-0.258X55-0.252X61+0.25 X7...' numeric
@attribute -0.323X44-0.277X36-0.269X45-0.248X37+0.221X39... numeric
@attribute 0.252X62-0.223X26+0.214X29-0.211X19+0.203X21... numeric
@attribute -0.317X16-0.282X8-0.249X56-0.244X63-0.237X24... numeric
@attribute '0.359X50+0.286X49+0.281X32+0.265X24+0.26 X58...' numeric
@attribute 0.278X27+0.262X26+0.257X28-0.25X52-0.234X4... numeric
@attribute -0.367X53-0.351X64+0.293X36+0.256X47+0.221X28... numeric
@attribute '-0.27X17-0.231X25+0.22 X64-0.217X13+0.215X58...' numeric
@attribute -0.351X17-0.294X25+0.241X51-0.209X10-0.205X9... numeric
@attribute -0.368X49-0.295X57-0.277X6-0.232X41-0.198X50... numeric
@attribute -0.38X49-0.333X32+0.262X17-0.237X60-0.221X41... numeric
@attribute -0.456X48-0.269X39-0.258X12-0.251X56-0.237X20... numeric
@attribute 0.343X46+0.272X17+0.267X37+0.262X60+0.239X38... numeric
@attribute 0.337X25-0.311X13-0.3X5+0.284X17+0.263X28... numeric
@attribute -0.366X9-0.341X48-0.292X5-0.257X56-0.223X36... numeric
@attribute 0.457X57-0.39X41+0.248X58-0.24X42-0.223X8... numeric
@attribute '-0.547X9-0.366X57+0.33 X5+0.264X25+0.22 X32...' numeric
@attribute 0.408X57-0.288X41-0.269X30-0.242X37-0.236X22... numeric
@attribute '0.36 X9-0.304X48-0.244X50-0.239X29-0.229X42...' numeric
@attribute -0.399X48+0.351X64+0.289X35-0.247X61-0.247X41... numeric
@attribute 0.456X32-0.326X41-0.313X5+0.291X48-0.267X31... numeric
@attribute -0.294X54+0.276X50-0.27X13+0.257X5-0.237X35... numeric
@attribute '-0.402X8+0.29 X15-0.256X41-0.239X22-0.225X16...' numeric
@attribute '0.293X61-0.28X24+0.237X60-0.227X50+0.22 X39...' numeric
@attribute -0.388X12+0.295X52+0.281X44-0.237X26+0.224X53... numeric
@attribute 0.331X26-0.3X19+0.287X52-0.224X24+0.219X50... numeric
@attribute '0.385X52-0.294X50-0.234X36-0.231X13+0.23 X24...' numeric
@attribute -0.328X18+0.285X59-0.285X10+0.269X3-0.266X56... numeric
@attribute '0.473X53-0.321X23-0.252X46+0.23 X39-0.206X42...' numeric
@attribute 0.395X50+0.323X47+0.289X55+0.275X45-0.237X48... numeric
@attribute -0.389X17+0.347X25-0.345X39+0.242X12-0.219X54... numeric
@attribute -0.333X31-0.285X12+0.267X15-0.257X8+0.243X13... numeric
@attribute 0.472X17-0.427X25-0.275X44-0.269X39-0.249X9... numeric
@attribute -0.333X20+0.303X29+0.266X56+0.246X19+0.221X31... numeric
@attribute -0.374X56+0.296X49-0.261X44+0.261X64-0.248X7... numeric
@attribute -0.448X49+0.397X32-0.233X21+0.231X42+0.228X57... numeric
@attribute -0.344X51+0.254X35-0.251X26-0.203X23+0.198X24... numeric
@attribute -0.379X31-0.271X51-0.262X7+0.254X44+0.241X42... numeric
@attribute '0.341X61+0.31 X51-0.229X23+0.223X14-0.209X5...' numeric
@attribute Digit? {0,1,2,3,4,5,6,7,8,9}

@data
-0.306791,-0.003115,-2.840811,0.875618,0.440764,0.111899,-0.73592,-0.215852,-1.043533,0.228865,1.012955,-0.067341,1.094341,-0.80206,1.39163,0.688349,0.402998,-0.807852,-0.35082,0.509812,-1.697519,0.135815,0.10041,0.089669,0.00647,-0.10031,0.480507,-0.920451,-0.117933,0.332307,-0.678131,0.006075,0.639256,-0.228523,0.517815,-0.534144,-0.026592,-0.206074,-0.120083,0.736198,8
3.112782,-1.023144,-4.095542,0.573817,1.765097,0.076829,1.247677,1.137274,-0.328298,-0.380217,1.509576,-0.671704,-0.761231,1.206072,-0.802621,0.56357,-0.690834,-0.448545,0.390327,-0.409148,0.188953,-0.035523,0.32015,0.257611,0.817458,-0.097746,-0.714697,0.436752,-0.797715,-0.788716,0.701127,-0.147462,0.954499,0.577158,0.534599,0.468609,0.36778,0.060359,-0.109804,-0.375267,4
3.297197,2.764927,1.58612,5.364844,1.039752,0.822919,2.888483,0.259322,0.985933,-0.152721,-0.502553,1.222815,-0.86738,-0.705968,-0.829276,-0.545199,0.069949,-0.150338,-0.863954,-0.025058,0.193034,-0.257516,-0.707595,1.052075,1.427871,0.208688,0.406899,0.226699,1.368851,0.414855,1.207229,-0.946673,0.113725,-0.420953,0.172398,0.206156,-0.203963,-0.704221,-0.474951,0.120746,1
1.578962,6.01353,0.241372,-0.285289,-0.834756,-1.209006,-2.553313,0.550034,1.309998,0.35176,-0.849756,-0.100738,-1.152721,1.134415,0.354245,-1.078064,0.286733,-0.000634,-0.518928,0.813585,0.77895,-0.650342,-0.566852,1.576531,1.745496,-0.081517,0.447949,0.386017,1.009629,0.859177,0.795871,-0.289353,1.183903,0.714175,-0.564407,-0.328418,0.124826,0.632685,-0.360123,-0.451665,7
0.908999,4.533716,-0.53298,0.435482,-0.516815,-1.688661,-2.076374,-0.198306,0.506051,0.132187,-1.036372,0.065708,-1.087342,0.707163,-0.880495,0.889662,0.189284,-0.3653,-0.676634,0.98498,-0.230411,0.492652,0.129514,1.540843,0.208296,-0.94761,-0.559514,-1.059268,-0.643969,1.065094,-0.042346,-0.743835,0.379881,-0.567981,-0.412779,-0.395536,0.217716,0.63009,-0.060539,0.819218,7
-3.206325,2.577808,1.012473,1.499872,1.184224,0.355964,0.342478,0.257409,1.055985,0.193873,0.144268,-0.264716,0.487613,2.258449,-0.5644,-0.630168,0.734972,0.665834,0.435729,-0.12964,-0.311689,0.864358,-0.828278,-0.687887,0.269909,-0.478461,-0.308807,0.734961,0.196288,-0.477666,0.375769,-0.033821,-0.588906,-0.073287,0.084328,0.00224,0.169045,0.114899,0.0372,-0.269744,3
-4.445632,2.245214,-1.134041,-5.6788,-0.545327,1.810202,3.125673,1.275982,2.653407,0.300286,0.283026,0.565287,-1.620494,0.185575,-1.184206,-1.438135,2.038399,1.113397,-0.86228,0.882021,0.153799,0.03664,0.844695,-1.986525,-0.199628,-0.162947,-0.105647,0.25756,-0.865795,-0.161284,0.403703,-0.997883,-0.028143,-0.030548,1.039293,1.419621,0.426287,-0.136197,-0.765708,0.295965,5
3.486654,1.998671,2.357048,4.922158,1.977893,1.045163,1.999793,0.649215,1.229582,-1.079112,0.252975,1.411942,-0.272838,-1.81364,0.592849,-0.493514,-0.173608,0.134093,0.152269,0.305803,0.650491,0.100613,-1.237773,0.087862,0.665606,0.419875,0.298782,0.741837,0.494173,-0.41079,0.63024,-0.634928,0.076732,-0.114095,0.105358,0.643485,0.055757,0.005226,-0.263969,-0.233669,1
1.349403,-3.006283,3.36856,-2.557221,0.593839,-0.193724,-1.338164,-1.640483,-1.177513,0.276422,0.183396,0.934034,-0.338559,-0.32577,-1.686649,-0.9775,0.047975,0.504549,-0.265771,-0.459041,0.745642,-0.642379,-0.737794,0.235135,0.655883,0.220074,0.175087,0.544538,0.615272,0.301785,0.71192,-0.053695,-0.225985,0.239634,0.220389,0.0246,0.169122,-0.027501,0.254517,-0.344746,0
2.747513,-1.87137,1.074127,0.021852,1.196973,-0.522721,-0.306564,-1.238065,-1.014888,0.564392,0.569077,0.915975,-1.043333,-0.673994,-1.505367,0.168028,0.698621,0.733618,0.167222,0.979374,0.703283,0.323818,-0.401203,-1.347722,-0.461101,0.592633,0.798191,0.163247,0.173128,0.846314,-0.150311,-0.292621,0.860162,0.157204,-0.001839,-0.456406,0.049252,0.440373,0.619924,-0.287238,0
-3.811726,-0.666569,-1.982029,-0.321821,-0.132236,-0.469292,-0.169191,-0.426279,-2.481617,-0.127289,0.163169,-0.041283,0.450035,-0.560453,-1.710658,0.341189,-0.587707,0.335747,-0.10997,-0.128746,-0.726883,-1.110579,-0.214645,1.148013,0.129204,0.075601,-0.380125,-0.325036,-0.271095,-0.710007,-1.002542,0.075943,-0.097925,-0.418029,0.292651,-0.612634,0.038355,0.583528,0.617385,-0.369876,2
-3.794906,-0.225152,-2.491416,-0.328952,0.788525,0.667579,-1.826685,0.006715,-1.376876,-0.037442,0.963239,0.583466,0.796138,-0.113742,-0.26482,0.499361,-0.240752,0.467452,0.480835,0.203837,-0.368028,-0.071132,-0.849734,0.756203,-0.111814,-0.661003,0.339649,-0.151638,0.4523,0.115025,-1.102416,0.455286,0.24909,0.077306,0.2101,-0.208621,0.158723,-0.226159,0.686903,0.456392,2
-0.032665,2.859499,-2.181791,0.653537,1.334591,-1.512489,-2.846474,0.272716,0.605056,-2.029542,0.769367,-0.580291,0.051145,-0.173539,-0.18965,0.865712,0.443025,0.173047,0.488591,0.425406,0.393262,0.495153,-0.490587,-0.743442,-0.781894,-0.448914,0.742799,-0.222207,-0.039635,0.311138,0.742787,-0.09329,0.249102,0.462801,-0.437291,0.060551,0.047351,0.475234,-0.092565,-0.405435,7
-1.340471,-0.821741,-0.786412,1.497673,1.328637,-0.036914,-0.205945,0.331847,-2.218381,1.940543,0.394466,-0.388325,0.833022,0.42994,0.829715,-1.023489,0.281377,-0.118322,-0.491009,-0.548676,0.435767,0.12667,-0.420366,-0.828704,0.43027,-1.222194,-0.669911,-0.105639,-0.222525,-0.664569,-0.866575,0.14644,-0.55647,-0.328905,-0.02646,-0.097577,-0.414408,0.100729,-0.776663,0.044269,8
-3.02089,-1.93851,-2.707167,-1.603959,-0.94582,0.587523,-0.231998,0.392394,-1.434575,0.630129,0.834508,0.261018,0.837732,-1.504564,1.490648,0.762949,-0.53729,-0.565007,-0.132373,1.150359,-0.683779,-0.120242,-0.779652,1.428084,0.257957,0.818738,-0.75643,-0.061734,-0.348466,0.657595,-1.586503,0.626347,-0.826525,-0.16875,-1.046988,-0.076519,-0.219051,-0.033317,0.53138,0.203961,2
2.677577,-2.87192,2.403432,-1.209284,0.980795,-0.317819,-1.093575,-1.70042,-1.434026,0.396572,1.348503,0.550289,-1.39563,-0.03024,-1.737863,-0.263239,0.57326,-0.162987,-0.871413,0.496429,0.727307,-0.379643,-0.461545,-0.363884,0.461314,0.91945,0.081574,0.290062,0.142664,0.119836,0.413239,-0.334166,0.760751,0.010528,-0.151109,-0.242013,-0.328974,-0.058717,-0.214858,-0.193057,0
2.796956,2.625866,-0.258803,4.35108,1.356058,-0.050894,3.838878,0.120389,0.591649,0.46643,-0.476811,0.462673,-0.397665,-1.106866,-0.094829,0.273165,0.09017,-0.716205,-1.255069,-0.193939,0.780764,0.983393,-0.685718,-0.569328,-0.14764,-0.143824,0.107614,-0.098511,0.491912,-0.075593,0.101227,-0.279224,-0.113303,-0.341136,-0.477843,-0.401913,-0.295125,-0.01522,-0.14123,0.40227,1
-3.103261,-1.53197,-2.62609,-0.729509,-0.441883,-0.118699,0.705934,-0.70296,-2.365211,0.211761,1.460261,-0.62188,0.155839,-0.573864,-0.723097,1.116792,-0.355986,-0.853703,-0.76951,0.257685,-1.120805,-0.320673,-0.737384,1.341646,0.495052,0.093567,-0.090976,0.156318,0.101569,-0.190627,-0.249819,-0.304593,-0.228249,-0.574471,0.139353,-0.45554,-0.085388,0.080957,0.292615,-0.243085,2
0.281993,-4.295823,-1.333572,-1.355612,-1.127589,-0.089268,-0.562702,1.905902,-0.903365,1.847071,-0.208327,-0.063448,0.798141,0.543827,1.061631,0.085476,0.400237,-0.070631,-0.069622,1.164712,-0.146123,0.162202,-0.295408,-0.356838,0.254208,0.729189,-0.745857,0.555517,0.165966,-0.305728,0.202329,0.045423,-0.140424,-0.203862,-0.03361,-0.353271,-0.036946,0.345872,-0.161187,0.287157,6
-3.771869,1.573323,3.086587,1.371857,1.321898,1.60014,-0.045974,0.273686,2.412614,-1.098091,1.203792,0.71733,-0.841763,1.963281,-1.672195,0.086572,1.93865,0.146115,-0.886923,0.651436,-0.415309,0.994125,0.125805,-1.652121,0.424465,-0.668541,-0.159238,0.674716,-0.215848,0.024794,-0.066557,0.326152,0.197418,0.377798,0.49205,0.116832,0.176118,0.098451,0.423602,0.022963,3
-3.291908,1.053891,0.763307,0.773934,1.477279,2.265278,0.085377,-0.357493,2.028286,-0.494208,2.548101,0.104648,-0.947553,1.943648,-0.100326,1.564233,1.56072,-0.38657,-0.37653,0.748359,-0.268983,1.56599,-0.283335,-0.860471,-0.833556,-1.189776,1.032534,0.23178,0.435703,-0.017445,-0.269188,0.087824,0.239713,0.210685,0.203994,0.002226,0.013083,-0.232349,0.13318,-0.103187,3
-0.057822,1.253011,-3.402656,-1.594774,1.143594,0.736438,-2.15721,1.507393,1.738221,-2.361289,2.586304,-0.149872,-0.67465,-1.459189,1.573993,1.230466,0.252513,-0.963384,-0.377684,0.894875,1.520493,0.005603,-1.046049,0.516106,-0.632867,-0.057332,0.366568,0.468995,1.41162,0.049888,-0.451411,0.473466,-1.296829,-0.2556,-0.054709,-0.009464,-0.267461,-0.533443,-0.166285,0.595477,7
-1.58945,3.61196,3.777345,0.866115,0.116747,0.222759,-0.524885,-0.075106,2.156005,0.225789,-0.265136,0.07356,0.233145,2.374907,0.291197,-0.421754,0.793492,0.454974,0.340094,0.740886,-0.653148,0.812776,-0.623829,-0.049739,-0.143213,1.084647,-0.216598,0.600554,0.087422,-0.094148,-0.30708,1.104365,0.679628,0.75247,-0.523683,-0.185825,-0.057631,-0.497177,0.748727,-0.736602,3
-3.605043,1.703397,1.631715,1.201225,1.513663,0.97951,0.386365,0.406324,1.675095,-0.816562,1.477585,-0.438093,0.074666,2.32067,-0.308425,0.600738,0.456674,0.514546,0.994684,0.070632,-0.250681,1.161509,-0.643396,-0.862203,-0.238241,-0.29709,0.233247,0.662142,0.0195,-0.609405,-0.335546,0.054361,0.38894,0.113898,0.188789,0.29719,-0.131762,0.014432,-0.174702,-0.445,3
3.563125,0.060358,-2.997338,1.884342,2.457013,0.760087,1.601925,0.488986,1.451497,-1.164414,0.227063,1.269329,0.666888,-0.199067,-0.291357,1.231234,-1.2702,-0.123449,1.146638,-0.864469,-0.617176,1.583694,-0.11331,-0.059917,0.261421,0.288282,-1.443007,-0.182992,-0.234734,-0.503609,-0.163567,0.175773,1.022904,0.191316,1.111898,0.094532,0.018619,-0.194534,-0.069048,-0.153592,4
2.215391,-3.461008,-2.951244,0.54534,-0.135787,0.053492,0.499238,2.020732,-0.736051,1.133737,-0.969545,0.716558,0.331648,0.28838,-0.793807,-0.152656,0.207851,0.657131,-0.069943,0.535916,0.897354,-0.471567,-0.116506,-0.064292,-0.455892,0.589761,-0.200968,0.286296,0.044469,-0.705375,0.162944,0.172253,-0.293941,0.102287,-0.085653,0.364346,0.45541,-0.144444,-0.042076,0.125749,6
0.941938,-4.23266,-1.520014,-0.603796,-1.465002,-0.199225,-0.290919,1.627016,-0.333758,1.570395,-0.592951,0.32129,1.163725,0.541091,0.813416,0.142058,0.699786,0.073257,0.127575,1.270075,-0.434958,0.434945,-0.222196,-0.664121,0.144623,0.458051,-0.54682,0.221766,-0.037368,-0.306595,0.139394,0.312796,-0.053975,-0.017608,-0.033831,-0.524928,-0.402561,0.610574,-0.803333,0.093228,6
1.506187,-4.478003,-0.533515,-1.771907,-0.713241,-0.15265,-0.081553,1.609617,-0.308511,1.474168,-0.631345,-0.416948,0.76437,1.723466,0.097158,0.013199,0.533614,-0.347359,-0.3549,-0.014261,0.033363,0.041941,0.280183,-0.167107,0.056543,0.402151,-0.035275,0.023735,0.017389,-0.374776,0.591913,-0.043488,-0.12409,-0.301187,-0.135397,-0.504262,-0.318343,0.003763,-0.334791,-0.001206,6
2.65555,-0.658878,-3.719958,1.543592,2.905058,1.684106,1.043692,1.677622,0.194546,0.017055,-0.256635,0.795488,0.25755,1.006144,-0.205932,0.019406,-1.105188,0.304803,1.045401,-1.066638,-0.247045,0.2484,0.185023,0.951008,-0.012555,1.230341,-0.56537,-0.417548,-1.259903,0.132556,1.355489,-0.366763,0.560152,-0.01414,0.490395,0.353548,0.363418,-0.850258,-0.180535,-0.59435,4
-0.784759,-1.182207,1.882213,2.170049,-0.098688,-0.336009,0.976408,0.084732,-0.419621,-0.242343,1.980837,-1.466657,-1.015171,-0.071518,0.279522,1.330678,0.690482,-1.466959,-1.482056,0.842513,0.312299,0.013408,-0.348993,-0.482321,-0.489755,-0.32082,-0.413099,-0.670906,-0.055089,-0.056156,0.203325,-0.352184,0.095829,0.134495,0.315402,-0.218553,0.539097,0.926762,0.589191,-0.443742,9
2.5917,1.5337,-1.545674,4.110875,2.819505,0.574473,2.550858,0.773734,1.282826,-0.52978,-0.255212,0.908359,1.102479,-0.38247,0.199593,-0.440877,-0.217213,0.024455,0.292863,-0.928403,0.591568,1.206384,-1.337461,-0.798319,0.427164,0.423562,-0.2387,-0.000706,-0.091642,1.147503,0.03798,-0.144831,-0.302483,0.427132,0.391947,0.350466,0.222884,0.626473,0.08565,-0.180408,1
-3.450548,2.574376,-1.170976,-5.1158,-1.248254,0.192388,2.731983,0.832126,1.731924,0.273245,-0.442688,-0.026536,-0.833825,0.145116,-1.021874,-1.171188,0.84685,0.78942,-0.046342,0.644418,-0.237793,-0.284472,-0.290717,-0.693112,0.476172,0.726928,-0.83828,-0.300304,-0.146551,0.12212,0.39416,-1.009153,-0.01713,-0.406004,0.090147,0.009017,0.18278,0.343546,0.215708,-0.003448,5
1.614502,-2.868553,2.988906,-2.203705,0.932834,-0.450268,-1.011578,-1.861696,-0.957152,0.090618,1.015185,0.689209,-0.773497,-0.096784,-1.646468,0.159566,0.058756,0.076612,-0.095203,0.212202,0.711703,0.28382,-1.034506,-0.183595,0.073274,0.892055,0.37894,0.225408,-0.206796,0.91566,-0.006599,-0.271619,0.735125,0.311883,0.198452,-0.013893,0.291832,0.38378,-0.355925,0.298393,0
-1.421731,0.714527,2.636121,0.281545,0.437353,0.184832,1.823616,-2.046493,-0.123419,-0.496953,2.493187,-1.181941,-0.903091,-0.239389,0.217305,0.544057,0.560062,-1.670041,-1.526535,0.281594,-0.515051,0.201495,-0.328264,-0.18468,0.052919,0.629193,-0.452727,-0.025558,-0.55088,-0.572307,-0.100322,0.256631,-0.437357,0.004148,-0.5325,0.0937,-0.507659,-0.307686,-0.534017,-0.251963,9
-3.692037,2.0063,-0.423591,-6.905267,-0.738764,0.60754,1.213525,1.696706,2.00129,-0.268998,-1.233099,1.975495,-1.085203,-1.637015,-1.296021,-0.779122,0.234018,1.473726,0.265167,0.964843,0.618427,0.472743,-0.12281,-1.225482,0.151912,1.206861,-0.702079,0.913431,-0.802358,0.228307,-0.882692,-0.269026,1.293679,0.144572,0.042466,0.010732,-0.397392,0.419815,0.222241,-0.407717,5
-1.369876,1.417474,-1.261006,0.840903,0.440243,-1.209896,-1.776545,-1.904279,-0.549638,0.056626,-0.055069,-0.258723,0.798862,0.697659,-0.874529,1.07278,0.701939,0.413714,0.275968,0.455925,-1.65279,0.878611,0.45877,-0.545301,-0.714253,-0.473835,0.477112,-0.183211,0.415639,0.017811,0.100392,-0.586467,-0.020023,-0.218358,0.528225,-0.002576,0.681331,0.583835,0.562995,0.33703,2
-1.565307,0.369257,-2.728496,-0.701565,0.646243,0.72051,-0.701239,-0.99638,-1.107408,0.80348,2.217607,-0.682678,0.5896,-0.799287,2.420676,0.618731,0.141254,-1.502706,-0.660186,0.259645,-1.260798,0.574812,-0.474866,0.452769,0.270883,-0.064513,-0.532687,-0.952778,0.47668,1.111211,-0.217726,0.318418,0.204762,-0.001503,0.55227,-0.516386,-0.260077,-0.370275,0.114192,0.226699,8
-2.231071,-0.067845,-2.7256,-0.135546,0.30748,-0.16348,-0.881536,-0.780898,-1.707719,0.440176,1.20756,-0.495398,0.251991,0.198564,-0.103673,1.478822,-0.221946,0.54285,0.980414,0.699092,-1.240546,0.081749,-0.037298,0.829455,-0.764644,-0.488559,0.70521,-0.176128,0.507479,-0.252902,-1.016453,-0.610561,0.223079,-0.852494,0.7255,-0.322021,0.067354,0.165855,0.828955,-0.4964,2
3.554016,-2.156917,1.440954,-1.555355,1.542941,0.117889,-0.424142,-2.202883,-0.918759,0.588443,1.727827,0.577769,-1.547266,-0.206226,-0.957569,-0.286984,0.028148,-0.204986,-0.454292,0.356753,1.059998,0.007224,-0.360103,-0.342154,0.507609,0.881478,-0.225561,0.622887,0.234691,-0.119821,0.181982,-0.010029,-0.068154,-0.074969,-0.438489,-0.061578,-0.371122,0.010453,-0.615575,-0.0109,0
2.482548,-3.608044,1.471693,-0.662151,1.125158,0.044425,-0.896402,-0.787324,-0.978281,-0.128405,1.608853,0.598345,-1.523088,-0.423701,-1.302803,1.041244,-0.183996,-0.804512,-0.895529,0.493648,1.020368,0.201983,-0.404691,0.054144,0.40236,0.794498,0.143393,0.849453,-0.179328,0.807342,0.055661,-0.059957,0.899616,0.390034,0.413148,-0.368856,0.187529,0.671253,0.197614,-0.175442,0
3.317691,3.038595,0.529702,4.602089,0.903896,0.57685,3.480229,0.27554,1.291131,0.257898,-0.5837,1.174677,-0.038324,-1.31247,0.408298,0.156855,-0.03835,-0.973707,-1.478467,-0.041734,0.733578,1.071513,-1.560307,0.278269,0.581586,0.124488,0.441136,0.774641,1.280872,-0.232398,0.859638,-0.485854,0.308345,0.131713,-0.433214,0.13813,-0.02122,0.118721,-0.349709,0.008009,1
0.310004,3.301534,-2.34929,0.165802,0.220615,0.459084,-2.182719,0.389762,-1.113866,-2.0049,2.400449,-0.599641,0.169228,-2.427454,1.300491,-0.721316,0.710253,0.376768,0.092747,0.85403,0.251098,-1.501042,-0.544385,0.401916,-1.517321,-0.151065,0.255241,1.230313,0.859801,-2.022359,0.857308,0.415927,-0.333449,0.269859,-0.343495,0.142695,-0.184697,-0.047069,0.268623,-0.82709,7
0.658639,-4.824799,-1.007996,-1.990155,-1.675274,-0.183473,-0.53878,0.627997,0.14297,1.486001,-0.984401,0.345685,1.503522,0.564361,0.755509,0.582126,0.225299,-0.390292,-0.504091,0.571853,-0.236319,0.847494,-0.062525,-0.449005,0.102592,1.051291,-0.411636,0.768742,0.848502,-0.574678,0.792123,-0.203891,-0.162408,-0.253613,-0.290857,-0.727941,-0.407003,1.033274,-0.290674,-0.128414,6
-3.015704,2.736116,1.050482,0.794982,1.675414,1.425097,-0.290162,-0.672026,2.118517,-0.06066,1.117245,0.469816,-0.347404,1.866441,-0.661255,0.047536,1.989893,0.25457,-0.699908,0.41085,0.089692,1.568279,-0.401168,-1.53353,-0.825702,-0.173524,0.778384,1.047586,0.634417,0.169813,0.018355,0.003585,-0.102478,0.171943,0.448172,0.584363,-0.110087,-0.592328,-0.084606,-0.225188,3
-3.37521,-1.128621,-2.731791,-0.825727,0.163863,0.304481,-1.062981,-0.16487,-2.30775,0.568513,1.054176,0.030706,0.593583,-0.558183,0.126823,0.8031,-0.579861,0.26217,0.4465,0.368764,-0.625254,-0.611734,-0.394394,0.99482,-0.202169,-0.193116,0.000514,-0.73212,0.716397,-0.471923,-1.415575,-0.118388,0.466324,-0.451319,-0.188567,-0.31912,-0.032059,-0.039188,0.60617,0.466833,2
1.784868,2.012626,-0.942181,4.451954,2.554872,0.286994,0.615728,0.962841,2.014905,-0.791936,-1.589256,1.665247,2.272562,-0.400709,0.381052,-0.200911,0.066627,-0.306786,-0.610615,-1.063396,0.765999,1.930389,-1.782998,-0.545815,-0.088615,0.751561,-0.190311,-0.104772,-0.402482,1.648304,-0.523231,-0.562107,-0.588794,-0.147155,0.089843,0.009408,-0.103833,1.048871,0.225977,-0.718894,1
-0.265964,1.084275,-3.00844,-0.294714,1.204591,-0.471676,-3.030723,1.002655,0.396131,-1.749071,2.267945,-0.801967,-0.825246,0.183092,0.610097,1.953268,-0.10952,-1.129047,-0.339864,0.766221,1.035353,0.609466,-0.693679,0.896057,-0.630368,-0.204076,-0.016199,-0.027327,-0.171702,0.253243,-0.614675,0.154461,-0.112938,-0.186414,-1.227277,0.104153,-0.740385,-0.516793,0.083424,-0.149674,7
-1.889649,2.368788,0.777703,1.900549,1.241372,0.297065,-1.471503,-1.226978,0.610986,0.042752,1.554247,-0.634865,-0.291976,2.159007,-0.302512,0.502213,0.862493,-0.153262,-0.273901,0.467408,-0.185307,1.063882,-0.925204,-0.0241,-0.349912,0.628922,0.275874,1.394469,1.270747,0.084883,1.538261,0.361179,0.010577,0.765758,-0.299931,0.649007,0.086893,-0.95474,0.269087,-0.448955,3
2.942965,2.520725,1.487052,4.755219,1.387555,0.762942,1.57934,1.484823,2.047553,-0.544617,-0.75393,1.684853,0.391397,-1.70845,1.512917,0.304687,-0.467751,-0.727089,-0.662434,0.368518,1.356129,1.515425,-1.983019,0.302993,0.612145,0.38277,0.266557,1.146552,0.125429,0.72463,0.132741,-0.608302,-0.127356,0.114449,-0.433316,0.144861,-0.008948,1.3636,-0.380496,-0.397871,1
-2.77912,2.357238,0.591094,1.594358,1.585802,0.952012,0.353888,-0.02814,1.153069,0.238226,1.15677,-0.274302,-0.633224,2.164488,-0.528433,0.443046,0.821162,0.509896,0.385662,0.18791,0.024089,1.266888,-0.42057,-0.582924,-0.185349,-0.782109,0.173575,0.92357,0.53692,0.199141,0.431212,-0.084465,-0.139356,0.156459,0.201688,0.503364,-0.003647,-0.472769,-0.028948,-0.205004,3
-1.702805,0.739399,2.645779,-0.331522,0.501362,-0.73693,0.991461,-1.173295,-0.123724,-0.822895,2.212457,-1.826916,-0.631314,0.048866,0.164661,0.448947,0.342794,-1.459377,-1.057737,0.105151,0.199526,0.152699,-0.849004,-0.45488,-0.276027,1.011313,-0.277599,-0.437198,-0.689337,0.619987,0.272876,0.042849,0.53355,0.664308,0.01272,0.059951,0.43625,0.491522,0.231521,-0.043344,9
2.5464,1.752233,-1.629874,3.953302,0.678076,-0.034468,2.629475,0.154471,0.261585,0.514604,-0.870019,0.839729,-0.236382,-0.604037,-1.07769,-0.863207,0.290021,-0.12836,-1.360992,-0.333915,1.277307,-0.198309,-0.887204,-0.146495,1.288021,0.004668,0.396212,0.629246,1.622021,0.272754,0.769271,-0.400253,0.09003,0.361075,-0.447531,-0.358543,-0.169442,0.844314,0.308455,-0.433153,1
0.888616,5.202163,-0.413358,0.112387,0.18535,-1.286954,-3.73213,0.197135,0.573901,-0.335825,-1.060962,0.41442,-0.123351,0.126938,0.061083,-0.992513,0.722236,0.564927,-0.257001,0.779417,0.155629,-0.593181,-0.273153,0.941312,0.281486,0.198487,0.68218,0.306079,0.567445,0.230989,0.298341,0.063837,0.22586,-0.000443,-0.312825,-0.364518,-0.02671,-0.231599,-0.336878,0.365872,7
1.223798,-3.544718,-3.375765,2.242857,-0.902738,0.165595,0.282223,2.179553,-0.424496,0.416885,-0.90644,0.98722,0.16959,0.076329,-1.098364,0.109931,0.496493,1.11997,0.233487,1.358835,0.612114,-0.885037,-0.257153,-0.074627,-0.076841,0.506505,-0.315189,0.092254,0.186931,-0.688232,0.583696,0.149811,-0.463469,0.382366,-0.841603,0.119653,0.287191,0.519988,0.073193,-0.930578,6
0.506714,-1.312144,-0.80149,2.992131,1.387841,0.098527,-0.36695,0.774803,-1.763822,1.243023,0.116936,0.403682,0.082092,-0.088326,-0.132965,-0.774035,0.684381,-0.086406,-1.147347,0.071747,1.397641,-0.058113,-0.517857,-0.764056,0.00986,-0.834795,0.103727,0.759309,-0.52807,-0.275761,-0.502634,1.000349,-0.83822,0.698109,-0.322018,0.188826,0.114703,0.290002,-0.51307,-0.282938,8
